id,year,context,question,options,correct_answer,CE,DS,EK,IC,MR,TC,image,IU,ledor,figures,description,area,cor,system_answer
11,2013,"
Nos estados, entretanto, se instalavam as oligarquias, 
de  cujo  perigo  já  nos  advertia  Saint-Hilaire,  e  sob  o 
disfarce do que se chamou “a política dos governadores”. 
Em círculos concêntricos esse sistema vem cumular no 
próprio poder central que é o sol do nosso sistema.

PRADO, P. Retrato do Brasil. Rio de Janeiro: José Olympio, 1972.
","
A  crítica  presente  no  texto  remete  ao  acordo  que 
fundamentou o regime republicano brasileiro durante as 
três primeiras décadas do século XX e fortaleceu o(a)
","{'A': '  poder militar, enquanto fiador da ordem econômica. \n', 'B': '  presidencialismo,  com  o  objetivo  de  limitar  o  poder \ndos coronéis.\n\n', 'C': '  domínio de grupos regionais sobre a ordem federativa.\n', 'D': '  intervenção  nos  estados,  autorizada  pelas  normas \n\nconstitucionais. \n\n', 'E': ' isonomia  do  governo  federal  no  tratamento  das \n\ndisputas locais.\n\n'}",{'C': '  domínio de grupos regionais sobre a ordem federativa.\n'},No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,AZUL,"[gpt-3.5-turbo: {
    ""B"": ""  presidencialismo,  com  o  objetivo  de  limitar  o  poder \\ndos coronéis.\\n\\n""
}]"
12,2013,"
No  final  do  século  XIX,  as  Grandes  Sociedades 
carnavalescas  alcançaram  ampla  popularidade  entre  os 
foliões cariocas. Tais sociedades cultivavam um pretensioso 
objetivo  em  relação  à  comemoração  carnavalesca  em 
si  mesma:  com  seus  desfiles  de  carros  enfeitados  pelas 
principais  ruas  da  cidade,  pretendiam  abolir  o  entrudo 
(brincadeira  que  consistia  em  jogar  água  nos  foliões)  e 
outras  práticas  difundidas  entre  a  população  desde  os 
tempos  coloniais,  substituindo-os  por  formas  de  diversão 
que  consideravam  mais  civilizadas, 
inspiradas  nos 
carnavais de Veneza. Contudo, ninguém parecia disposto 
a  abrir  mão  de  suas  diversões  para  assistir  ao  carnaval 
das sociedades. O entrudo, na visão dos seus animados 
praticantes, poderia coexistir perfeitamente com os desfiles.
 PEREIRA, C. S. Os senhores da alegria: a presença das mulheres nas Grandes Sociedades 
carnavalescas cariocas em fins do século XIX. In: CUNHA, M. C. P. Carnavais e outras 
frestas: ensaios de história social da cultura. Campinas: Unicamp; Cecult, 2002 (adaptado).
","
Manifestações  culturais  como  o  carnaval  também  têm 
sua própria história, sendo constantemente reinventadas 
ao longo do tempo. A atuação das Grandes Sociedades, 
descrita no texto, mostra que o carnaval representava um 
momento em que as
","{'A': '  distinções sociais eram deixadas de lado em nome \n\nda celebração.\n\n', 'B': '  aspirações  cosmopolitas  da  elite impediam  a \n\nrealização da festa fora dos clubes.\n\n', 'C': '  liberdades individuais eram extintas pelas regras das \n\nautoridades públicas.\n\n', 'D': '  tradições populares se transformavam em matéria de \n\ndisputas sociais.\n\n', 'E': '  perseguições  policiais  tinham  caráter  xenófobo  por \n\nrepudiarem tradições estrangeiras.\n\n'}",{'D': '  tradições populares se transformavam em matéria de \n\ndisputas sociais.\n\n'},No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,AZUL,"[gpt-3.5-turbo: {
    ""A"": ""  distinções sociais eram deixadas de lado em nome da celebração.""
}]"
13,2013,"
PEDERNEIRAS, R. Revista da Semana, ano 35, n. 40, 15 set. 1934. In: LEMOS, R. (Org.). 
Uma história do Brasil através das caricaturas (1840-2001). 
Rio de Janeiro: Bom Texto; Letras e Expressões, 2001.
","
Na imagem, da década de 1930, há uma crítica à conquista 
de um direito pelas mulheres, relacionado com a
","{'A': '  redivisão do trabalho doméstico.\n', 'B': '  liberdade de orientação sexual.\n', 'C': '  garantia da equiparação salarial.\n', 'D': '  aprovação do direito ao divórcio.\n', 'E': '  obtenção da participação eleitoral.\n'}",{'E': '  obtenção da participação eleitoral.\n'},No,No,Yes,Yes,No,No,Yes,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,AZUL,
14,2013,"
Então,  a  travessia  das  veredas  sertanejas  é  mais 
exaustiva que a de uma estepe nua. Nesta, ao menos, 
o  viajante  tem  o  desafogo  de  um  horizonte  largo  e  a 
perspectiva das planuras francas. Ao passo que a outra 
o  afoga;  abrevia-lhe  o  olhar;  agride-o  e  estonteia-o; 
enlaça-o na trama espinescente e não o atrai; repulsa-o 
com as folhas urticantes, com o espinho, com os gravetos 
estalados em lanças, e desdobra-se-lhe na frente léguas e 
léguas, imutável no aspecto desolado; árvore sem folhas, 
de  galhos  estorcidos  e  secos,  revoltos,  entrecruzados, 
apontando rijamente no espaço ou estirando-se flexuosos 
pelo solo, lembrando um bracejar imenso, de tortura, da 
flora agonizante...

CUNHA, E. Os sertões. Disponível em: http://pt.scribd.com. Acesso em: 2 jun. 2012.

","
Os  elementos  da  paisagem  descritos  no texto 
correspondem a aspectos biogeográficos presentes na 
","{'A': '  composição de vegetação xerófila.\n', 'B': '  formação de florestas latifoliadas.\n', 'C': '  transição para mata de grande porte.\n', 'D': '  adaptação à elevada salinidade.\n', 'E': '  homogeneização da cobertura perenifólia.\n\n'}",{'A': '  composição de vegetação xerófila.\n'},No,No,Yes,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,AZUL,"[gpt-3.5-turbo: {
    ""A"": ""  composição de vegetação xerófila.\\n""
}]"
15,2013,"
Na  produção  social  que  os  homens  realizam,  eles 
entram  em  determinadas  relações  indispensáveis  e 
independentes de sua vontade; tais relações de produção 
correspondem a um estágio definido de desenvolvimento 
das  suas  forças  materiais  de  produção.  A  totalidade 
dessas  relações  constitui  a  estrutura  econômica  da 
sociedade — fundamento real, sobre o qual se erguem as 
superestruturas política e jurídica, e ao qual correspondem 
determinadas formas de consciência social.

MARX, K. Prefácio à Crítica da economia política. In: MARX, K.; ENGELS, F. 
Textos 3. São Paulo: Edições Sociais, 1977 (adaptado).
","
Para  o  autor,  a  relação  entre  economia  e  política 
estabelecida no sistema capitalista faz com que
","{'A': '  o  proletariado  seja  contemplado  pelo  processo  de \n\nmais-valia.\n\n', 'B': '  o  trabalho  se  constitua  como  o  fundamento  real  da \n\nprodução material.\n\n', 'C': '  a consolidação das forças produtivas seja compatível \n\ncom o progresso humano.\n\n', 'D': '  a autonomia da sociedade civil seja proporcional ao \n\ndesenvolvimento econômico.\n\n', 'E': '  a  burguesia  revolucione  o  processo  social  de \n\nformação da consciência de classe.\n\n'}",{'B': '  o  trabalho  se  constitua  como  o  fundamento  real  da \n\nprodução material.\n\n'},No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,AZUL,"[gpt-3.5-turbo: {
    ""B"": ""  o  trabalho  se  constitua  como  o  fundamento  real  da \\n\\nprodução material.\\n\\n""
}]"
16,2013,"
Um  trabalhador  em  tempo  flexível  controla  o 
local  do  trabalho,  mas  não  adquire  maior  controle 
sobre o processo em si. A essa altura, vários estudos 
sugerem que a supervisão do trabalho é muitas vezes 
maior para os ausentes do escritório do que para os 
presentes. O trabalho é fisicamente descentralizado e 
o poder sobre o trabalhador, mais direto.

SENNETT, R. A corrosão do caráter: consequências pessoais do novo capitalismo. 
Rio de Janeiro: Record, 1999 (adaptado).
","
Comparada à organização do trabalho característica do 
taylorismo e do fordismo, a concepção de tempo analisada 
no texto pressupõe que
","{'A': '  as  tecnologias  de  informação  sejam  usadas  para \n\ndemocratizar as relações laborais.\n\n', 'B': '  as  estruturas  burocráticas  sejam  transferidas  da \n\nempresa para o espaço doméstico.\n\n', 'C': ' os procedimentos de terceirização sejam aprimorados \n\npela qualificação profissional.\n\n', 'D': '  as  organizações  sindicais  sejam  fortalecidas  com  a \n\nvalorização da especialização funcional.\n\n', 'E': '  os  mecanismos  de  controle  sejam  deslocados  dos \n\nprocessos para os resultados do trabalho.\n\n'}",{'E': '  os  mecanismos  de  controle  sejam  deslocados  dos \n\nprocessos para os resultados do trabalho.\n\n'},No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,AZUL,"[gpt-3.5-turbo: {
    ""E"": ""os mecanismos de controle sejam deslocados dos processos para os resultados do trabalho.""
}]"
17,2013,"
Modelo 1


Modelo 2

Disponível em: http://ensino.univates.br. Acesso em: 11 maio 2013 (adaptado). 
","
Na imagem,  estão representados  dois  modelos de  produção.  A  possibilidade  de  uma  crise  de superprodução  é  distinta  entre  eles  em  função  do 
seguinte fator:
","{'A': '  Origem da matéria-prima.\n', 'B': '  Qualificação da mão de obra.\n', 'C': '  Velocidade de processamento.\n', 'D': '  Necessidade de armazenamento.\n', 'E': '  Amplitude do mercado consumidor.\n\n'}",{'D': '  Necessidade de armazenamento.\n'},No,No,No,Yes,No,No,Yes,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,AZUL,
18,2013,"
A África também já serviu como ponto de partida 
para comédias bem vulgares, mas de muito sucesso, 
como Um príncipe em Nova York e Ace Ventura: um 
maluco  na  África;  em  ambas,  a  África  parece  um 
lugar  cheio  de  tribos  doidas  e  rituais  de  desenho 
animado. A animação O rei Leão, da Disney, o mais 
bem-sucedido filme americano ambientado na África, 
não chegava a contar com elenco de seres humanos.
LEIBOWITZ, E. Filmes de Hollywood sobre África ficam no clichê. 
Disponível em: http://notícias.uol.com.br. Acesso em: 17 abr. 2010.
","
A  produção  cinematográfica referida  no texto 
contribui para a constituição de uma memória sobre 
a África e seus habitantes. Essa memória enfatiza e 
negligencia, respectivamente, os seguintes aspectos 
do continente africano:
","{'A': '  A história e a natureza.\n', 'B': '  O exotismo e as culturas.\n', 'C': '  A sociedade e a economia.\n', 'D': '  O comércio e o ambiente.\n', 'E': '  A diversidade e a política.\n\n\n\n'}",{'B': '  O exotismo e as culturas.\n'},No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,AZUL,"[gpt-3.5-turbo: {
    ""B"": ""  O exotismo e as culturas.""
}]"
19,2013,"
Disneylândia

Multinacionais  japonesas  instalam  empresas  em 

Hong-Kong

E produzem com matéria-prima brasileira
Para competir no mercado americano
[...]
Pilhas  americanas  alimentam  eletrodomésticos 

ingleses na Nova Guiné

Gasolina árabe alimenta automóveis americanos na 

África do Sul 

[...]
Crianças iraquianas fugidas da guerra
Não obtêm visto no consulado americano do Egito
Para entrarem na Disneylândia
ANTUNES, A. Disponível em: www.radio.uol.com.br. Acesso em: 3 fev. 2013 (fragmento).
","
Na  canção,  ressalta-se  a  coexistência,  no  contexto 
internacional atual, das seguintes situações:
","{'A': '  Acirramento  do  controle  alfandegário  e  estímulo  ao \n\ncapital especulativo.\n\n', 'B': '  Ampliação das trocas econômicas e seletividade dos \n\nfluxos populacionais.\n\n', 'C': '  Intensificação do controle informacional e adoção de \n\nbarreiras fitossanitárias.\n\n', 'D': ' Aumento da circulação mercantil e desregulamentação \n\ndo sistema financeiro.\n\n', 'E': '  Expansão do protecionismo comercial e descaracterização de identidades nacionais.\n\n'}",{'B': '  Ampliação das trocas econômicas e seletividade dos \n\nfluxos populacionais.\n\n'},No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,AZUL,"[gpt-3.5-turbo: {
    ""B"": ""  Ampliação das trocas econômicas e seletividade dos \\n\\nfluxos populacionais.\\n\\n""
}]"
20,2013,"
FORTUNA. Correio da Manhã, ano 65, n. 22 264, 2 nov. 1965.
","
A imagem foi publicada no jornal Correio da Manhã, no dia 
de Finados de 1965. Sua relação com os direitos políticos 
existentes no período revela a
","{'A': '  extinção dos partidos nanicos.\n', 'B': '  retomada dos partidos estaduais.\n', 'C': '  adoção do bipartidarismo regulado.\n', 'D': '  superação do fisiologismo tradicional.\n', 'E': '  valorização da representação parlamentar.\n\n'}",{'C': '  adoção do bipartidarismo regulado.\n'},No,No,Yes,Yes,No,No,Yes,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,AZUL,
21,2013,"
Um  gigante  da  indústria  da  internet,  em  gesto 
simbólico,  mudou  o  tratamento  que  conferia  à  sua 
página  palestina.  O  site  de  buscas  alterou  sua  página 
quando acessada da Cisjordânia. Em vez de “territórios 
palestinos”,  a  empresa  escreve  agora  “Palestina”  logo 
abaixo do logotipo.

BERCITO, D. Google muda tratamento de territórios palestinos. 
Folha de S. Paulo, 4 maio 2013 (adaptado).
","
O gesto simbólico sinalizado pela mudança no status dos 
territórios palestinos significa o
","{'A': '  surgimento de um país binacional.\n', 'B': '  fortalecimento de movimentos antissemitas.\n', 'C': '  esvaziamento de assentamentos judaicos.\n', 'D': '  reconhecimento de uma autoridade jurídica.\n', 'E': '  estabelecimento de fronteiras nacionais.\n\n'}",{'D': '  reconhecimento de uma autoridade jurídica.\n'},No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,AZUL,"[gpt-3.5-turbo: {
    ""D"": ""  reconhecimento de uma autoridade jurídica.\\n""
}]"
22,2013,"
Para  que  não  haja  abuso,  é  preciso  organizar  as 
coisas de maneira que o poder seja contido pelo poder. 
Tudo estaria perdido se o mesmo homem ou o mesmo 
corpo  dos  principais,  ou  dos  nobres,  ou  do  povo, 
exercesse  esses  três  poderes:  o  de  fazer  leis,  o  de 
executar as resoluções públicas e o de julgar os crimes 
ou  as  divergências  dos  indivíduos.  Assim,  criam-se  os 
poderes  Legislativo,  Executivo  e  Judiciário,  atuando 
de  forma  independente  para  a  efetivação  da  liberdade, 
sendo  que  esta  não  existe  se  uma  mesma  pessoa  ou 
grupo exercer os referidos poderes concomitantemente.
MONTESQUIEU, B. Do espírito das leis. São Paulo: Abril Cultural, 1979 (adaptado).
","
A  divisão  e  a  independência  entre  os  poderes  são 
condições  necessárias  para  que  possa  haver  liberdade 
em um Estado. Isso pode ocorrer apenas sob um modelo 
político em que haja
","{'A': '  exercício  de  tutela  sobre  atividades  jurídicas  e \n\npolíticas.\n\n', 'B': '  consagração  do  poder  político  pela  autoridade \n\nreligiosa.\n\n', 'C': '  concentração  do  poder  nas  mãos  de  elites \n\ntécnico-cientifícas.\n\n', 'D': '  estabelecimento de limites aos atores públicos e às \n\ninstituições do governo.\n\n', 'E': '  reunião das funções de legislar, julgar e executar nas \n\nmãos de um governante eleito.\n\n'}",{'D': '  estabelecimento de limites aos atores públicos e às \n\ninstituições do governo.\n\n'},No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,AZUL,"[gpt-3.5-turbo: {
    ""D"": ""estabelecimento de limites aos atores públicos e às instituições do governo.""
}]"
