id,year,context,question,options,correct_answer,CE,DS,EK,IC,MR,TC,image,IU,ledor,figures,description,area,cor,system_answer,steps_answer
118,2017,"
The Duchenne muscular dystrophy (DMD) is a disease 
caused by a mutation in a gene located on the 
X chromosome. Researchers studied a family 
in which monozygotic twins were carriers of a 
recessive mutant allele for this gene (heterozygous). 
The interesting fact is that one of the twins had 
the phenotype related to the mutant allele, that is, DMD, 
while her sister had a normal phenotype.
RICHARDS, C. S. et al. The American Journal of Human Genetics, n. 4, 1990 (adapted).
","
The difference in the manifestation of DMD between the twins can be explained by
","{'A': ' incomplete dominance of the mutant allele in relation to the normal allele.\n', 'B': ' failure in the separation of the X chromosomes at the moment of the separation of the two embryos.\n', 'C': ' chromosomal recombination in an embryonic cell division prior to the separation of the two embryos.\n', 'D': ' random inactivation of one of the X chromosomes in a later phase of division resulting in the two embryos.\n', 'E': ' paternal origin of the chromosome carrying the mutant allele in one of the twins and maternal origin in the other.\n\n'}",{'D': ' random inactivation of one of the X chromosomes in a later phase of division resulting in the two embryos.\n'},No,Yes,Yes,No,No,Yes,No,,,,,NATURAL SCIENCES AND THEIR TECHNOLOGIES,YELLOW,{D: random inactivation of one of the X chromosomes in a later phase of division resulting in the two embryos.},The difference in the manifestation of DMD between the twins can be explained by the random inactivation of one of the X chromosomes in a later phase of division resulting in the two embryos.
121,2017,"
Some types of desalination plants use the process of 
reverse osmosis to obtain drinking water from 
saltwater. In this method, a container is used 
containing two compartments separated by a 
semipermeable membrane: in one of them, saltwater is placed 
and in the other, drinking water is collected. The application 
of mechanical pressure in the system causes water to flow from one 
compartment to the other. The movement of water molecules 
through the membrane is controlled by osmotic pressure 
and by the applied mechanical pressure.
","
For this process to occur, it is necessary that 
the resulting osmotic and mechanical pressures 
are presented
","{'A': ' same direction and same intensity.\n', 'B': ' opposite directions and same intensity.\n', 'C': ' opposite directions and greater intensity of osmotic pressure.\n', 'D': ' same direction and greater intensity of osmotic pressure.\n', 'E': ' opposite directions and greater intensity of mechanical pressure.\n\n'}",{'E': ' opposite directions and greater intensity of mechanical pressure.\n\n'},No,Yes,No,No,No,Yes,No,,,,,NATURAL SCIENCES AND THEIR TECHNOLOGIES,YELLOW,{B: opposite directions and same intensity.},The process of reverse osmosis requires osmotic pressure and mechanical pressure to be in opposite directions and have the same intensity for water molecules to flow through the semipermeable membrane.
122,2017,"In the Middle Ages, to prepare products from plants that produce essential oils, the collection of species was carried out at dawn. At that time, this practice was mystically based on the magical effect of moonlight, which would be nullified by the emission of sunlight. With the evolution of science, it was proven that collecting some species at dawn ensures obtaining material with higher quantities of essential oils.",The scientific explanation that justifies this practice is based on,"{'A': 'the volatilization of substances of interest.', 'B': 'the polymerization of oils catalyzed by solar radiation.', 'C': 'the solubilization of substances of interest by dew.', 'D': 'the oxidation of oil by the oxygen produced in photosynthesis.', 'E': 'the release of oil molecules during the process of photosynthesis.'}",{'A': 'the volatilization of substances of interest.'},No,Yes,Yes,No,No,Yes,No,,,,,NATURAL SCIENCES AND THEIR TECHNOLOGIES,YELLOW,{A: the volatilization of substances of interest.},"The practice of collecting some plant species at dawn to obtain higher quantities of essential oils is based on the volatilization of substances of interest, which is the scientific explanation behind this practice."
125,2017,"A driver who answers a phone call is distracted, increasing the possibility of accidents occurring due to the increase in their reaction time. Consider two drivers, the first one attentive and the second one using the phone while driving. They initially accelerate their cars at 1.00 m/s². In response to an emergency, they brake with a deceleration equal to 5.00 m/s². The attentive driver activates the brake at a speed of 14.0 m/s, while the distracted one, in a similar situation, takes 1.00 second longer to start braking.","What distance does the distracted driver travel more than the attentive driver, until the total stop of the cars?","{'A': ' 2.90 m\n', 'B': ' 14.0 m\n', 'C': ' 14.5 m\n', 'D': ' 15.0 m\n', 'E': ' 17.4 m\n'}",{'E': ' 17.4 m\n'},No,Yes,No,No,Yes,No,No,,,,,NATURAL SCIENCES AND THEIR TECHNOLOGIES,YELLOW,{E: 17.4 m},"To find the distance the distracted driver travels more than the attentive driver, we first calculate the time it takes for each driver to stop using the formula: final velocity = initial velocity + (acceleration * time). Then, we find the distance using the formula: distance = (initial velocity * time) + (0.5 * acceleration * time^2). The distracted driver takes 1 second longer to start braking, so we add 1 second to the time of the attentive driver. After calculating the distances for both drivers, we find the difference to be 17.4 meters."
126,2017,"
One of the strategies for food preservation is salting, adding sodium chloride (NaCl), historically used by drovers, cowboys, and backlanders to preserve beef, pork, and fish.
","
What happens to the cells present in the food preserved with this technique?
","{'A': 'The added salt decreases the concentration of solutes inside them.\n', 'B': 'The added salt disorganizes and destroys their plasma membranes.\n', 'C': 'The addition of salt alters the properties of their plasma membranes.\n', 'D': 'The Na+ and Cl- ions from the salt dissociation enter them freely.\n', 'E': 'The high concentration of salt in the extracellular medium causes water to exit from inside them.\n\n'}",{'E': 'The high concentration of salt in the extracellular medium causes water to exit from inside them.\n\n'},No,Yes,Yes,No,No,Yes,No,,,,,NATURAL SCIENCES AND THEIR TECHNOLOGIES,YELLOW,{E: The high concentration of salt in the extracellular medium causes water to exit from inside them.},"The question is asking about the effect of salting on cells in preserved food. The correct answer is option E, which states that the high concentration of salt in the extracellular medium causes water to exit from inside the cells. This process helps in preserving the food by reducing the water content and inhibiting bacterial growth."
127,2017,"
To demonstrate the process of transforming mechanical energy into electrical energy, a student builds a small generator using:

• a copper wire with diameter D wound in N circular turns of area A;

• two magnets that create a uniform magnetic field of intensity B in the space between them; and

• a gear system that allows him to rotate the turns around an axis with a frequency f.

When the generator is operational, the student obtained a maximum voltage V and a short-circuit current i.","
To double the maximum voltage V of the generator while keeping the short-circuit current i constant, the student must double the","{'A': 'number of turns.\n', 'B': 'rotation frequency.\n', 'C': 'magnetic field intensity.\n', 'D': 'area of the turns.\n', 'E': 'wire diameter.\n\n'}",{'A': 'number of turns.\n'},No,Yes,No,No,Yes,No,No,,,,,NATURAL SCIENCES AND THEIR TECHNOLOGIES,YELLOW,{A: number of turns.},"To double the maximum voltage V of the generator while keeping the short-circuit current i constant, the student must double the number of turns."
129,2017,"
The cellular therapy has been widely publicized as revolutionary, for allowing the regeneration of tissues from new cells. However, the technique of introducing new cells into a tissue, for the treatment of diseases in individuals, was already routinely applied in hospitals.
","
Which technique does the text refer to?
","{'A': ' Vaccine.\n', 'B': ' Biopsy.\n', 'C': ' Hemodialysis.\n', 'D': ' Chemotherapy.\n', 'E': ' Blood transfusion.\n\n'}",{'E': ' Blood transfusion.\n\n'},No,Yes,No,No,No,Yes,No,,,,,NATURAL SCIENCES AND THEIR TECHNOLOGIES,YELLOW,{E: Blood transfusion},"The text refers to the technique of introducing new cells into a tissue for the treatment of diseases, which is commonly done through a blood transfusion."
130,2017,"
In some residences, electrified fences are used with the aim of keeping possible intruders away. An electrified fence operates with an electrical potential difference of approximately 10,000 V. In order not to be lethal, the current that can be transmitted through a person must not exceed 0.01 A. The electrical resistance between the hands and feet of a person is on the order of 1,000 Ω.
","
For the current not to be lethal to a person touching the electrified fence, the voltage generator must have an internal resistance that, in relation to the human body, is
","{'A': 'virtually zero.\n', 'B': 'approximately equal.\n', 'C': 'thousands of times greater.\n', 'D': 'of the order of 10 times greater.\n', 'E': 'of the order of 10 times smaller.\n\n'}",{'C': 'thousands of times greater.\n'},No,Yes,No,No,Yes,No,No,,,,,NATURAL SCIENCES AND THEIR TECHNOLOGIES,YELLOW,{C: thousands of times greater.},"To determine the correct answer, we need to consider Ohm's Law, V=IR. Since the resistance of the human body is 1000 Ω and the maximum current for safety is 0.01 A, the voltage drop across the human body would be 10 V. Therefore, the internal resistance of the generator must be much greater than the human body resistance to ensure most of the voltage drops across the generator, making the correct answer 'thousands of times greater.'"
133,2017,"
In the air we breathe there are the so-called 'inert gases'. They bring curious Greek names, which mean 'the New', 'the Hidden', 'the Inactive'. And indeed they are so inert, so satisfied in their condition, that they do not interfere in any chemical reaction, do not combine with any other element and precisely for this reason they remained unnoticed for centuries: only in 1962 a chemist, after long and ingenious efforts, managed to force 'the Stranger' (xenon) to fleetingly combine with the eager and lively fluorine, and the feat seemed so extraordinary that he was awarded the Nobel Prize.

LEVI, P. The periodic table. Rio de Janeiro: Relume-Dumará, 1994 (adapted).
","
Which property of fluorine justifies its choice as a reagent for the mentioned process?
","{'A': 'Density.\n', 'B': 'Conductance.\n', 'C': 'Electronegativity.\n', 'D': 'Nuclear stability.\n', 'E': 'Boiling temperature.\n\n'}",{'C': 'Electronegativity.\n'},No,Yes,No,No,No,Yes,No,,,,,NATURAL SCIENCES AND THEIR TECHNOLOGIES,YELLOW,{C: Electronegativity.},"Fluorine's high electronegativity justifies its choice as a reagent for the mentioned process because it is eager and lively, making it more likely to react with other elements like xenon."
135,2017,"
The retina is a light-sensitive tissue, located in the back 
of the eye, where the image formation process occurs. In this 
tissue, there are several specific types of cells. One of these cell types is cones, which convert the different 
wavelengths of visible light into electrical signals, which are 
transmitted by the optic nerve to the brain.

Available at: www.retina.com.br. Access on: Jun 13, 2012 (adapted).
","
Regarding vision, the degeneration of this cell type will
","{'A': 'compromise the ability to see in colors.\n', 'B': 'prevent the projection of light rays onto the retina.\n', 'C': 'cause the formation of inverted images on the retina.\n', 'D': 'cause difficulty in visualizing nearby objects.\n', 'E': 'result in the loss of the ability to change the diameter of the pupil.\n\n\n'}",{'A': 'compromise the ability to see in colors.\n'},No,Yes,No,No,Yes,No,No,,,,,NATURAL SCIENCES AND THEIR TECHNOLOGIES,YELLOW,{A: compromise the ability to see in colors.},"The passage mentions that cones in the retina convert different wavelengths of visible light into electrical signals. Therefore, the degeneration of cones would compromise the ability to see in colors."
138,2017,"
In a cafeteria, the best-selling products in the summer are juices 
prepared with fruit pulp. One of the most popular juices is the strawberry with acerola, which is prepared with <math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>2</mn><mn>3</mn></mfrac></math> of strawberry pulp and <math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>1</mn><mn>3</mn></mfrac></math> of acerola pulp.

For the merchant, the pulps are sold in packages of equal volume. Currently, the packaging 
of strawberry pulp costs R$ 18.00 and acerola pulp costs R$ 14.70. However, there is a planned increase in the price 
of the acerola pulp packaging next month, 
going up to R$ 15.30.

To avoid increasing the juice price, the merchant 
negotiated with the supplier a reduction in the price of 
strawberry pulp packaging.
","
The reduction, in real, in the price of the strawberry pulp packaging should be
","{'A': ' 1.20.\n', 'B': ' 0.90.\n', 'C': ' 0.60.\n', 'D': ' 0.40.\n', 'E': ' 0.30.\n\n'}",{'E': ' 0.30.\n\n'},No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,{B: 0.90.},"To find the reduction in the price of the strawberry pulp packaging, calculate the difference between the original price (R$ 18.00) and the new price that would keep the juice price the same (R$ 17.10). So, 18.00 - 17.10 = 0.90."
139,2017,"
A couple is moving to a new home and needs to pack a cubic object with 80 cm edges into a cardboard box that cannot be disassembled. They have five boxes available, with different dimensions, as described:

• Box 1: 86 cm × 86 cm × 86 cm
• Box 2: 75 cm × 82 cm × 90 cm
• Box 3: 85 cm × 82 cm × 90 cm
• Box 4: 82 cm × 95 cm × 82 cm
• Box 5: 80 cm × 95 cm × 85 cm

The couple needs to choose a box in which the object fits, leaving the least amount of free space inside.","
The box chosen by the couple must be number","{'A': ' 1.\n', 'B': ' 2.\n', 'C': ' 3.\n', 'D': ' 4.\n', 'E': ' 5.\n\n'}",{'C': ' 3.\n'},No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,{E: 5},"To determine the box that leaves the least amount of free space inside, we need to find the box with dimensions closest to the object's dimensions. The object has 80 cm edges, so the best box is the one with dimensions closest to 80 cm on all sides. Box 5 has dimensions 80 cm × 95 cm × 85 cm, which is the closest match to the object's dimensions, leaving the least amount of free space inside."
142,2017,"A resident of a metropolitan area has a 50% probability of being late for work when it rains in the region; if it doesn't rain, the probability of being late is 25%. For a specific day, the meteorological service estimates a 30% probability of rain occurrence in that region.",What is the probability of this resident being late for work on the day for which the rain estimate was given?,"{'A': ' 0.075\n', 'B': ' 0.150\n', 'C': ' 0.325\n', 'D': ' 0.600\n', 'E': ' 0.800\n'}",{'C': ' 0.325\n'},No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,{C: 0.325},"To find the probability of the resident being late for work on the day with a 30% rain estimate, we use the law of total probability. P(Late) = P(Late|Rain) * P(Rain) + P(Late|No Rain) * P(No Rain). Substituting the given values, we get P(Late) = 0.50 * 0.30 + 0.25 * 0.70 = 0.325."
143,2017,"
At 17:15, a heavy rain begins, falling steadily. A rectangular parallelepiped-shaped pool, initially empty, begins to collect rainwater and, at 6:00 p.m., the water level inside reaches a height of 20 cm. At that moment, the drain valve located at the bottom of the pool is opened, allowing the water to flow out at a constant rate. At 6:40 p.m., the rain stops, and at that exact moment, the water level in the pool drops to 15 cm.
","
The moment when the water in this pool finishes draining completely is between
","{'A': '7:30 p.m. and 8:10 p.m.\n', 'B': '7:20 p.m. and 7:30 p.m.\n', 'C': '7:10 p.m. and 7:20 p.m.\n', 'D': '7:00 p.m. and 7:10 p.m.\n', 'E': '6:40 p.m. and 7:00 p.m.\n\n\n'}",{'D': '7:00 p.m. and 7:10 p.m.\n'},No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,{A: 7:30 p.m. and 8:10 p.m.},"To find the time when the water finishes draining completely, we need to calculate the rate at which the water is draining. From 6:00 p.m. to 6:40 p.m., the water level dropped from 20 cm to 15 cm, a difference of 5 cm in 40 minutes. This means the water is draining at a rate of 5 cm / 40 minutes = 0.125 cm per minute. To drain the remaining 15 cm (from 15 cm to 0 cm), it will take 15 cm / 0.125 cm per minute = 120 minutes. Adding this to the time when the rain stopped at 6:40 p.m., the water will finish draining between 6:40 p.m. + 120 minutes = 8:40 p.m. However, the rain stopped at 6:40 p.m., so the water will finish draining between 7:30 p.m. and 8:10 p.m."
145,2017,"To make the trip of dreams, a person needed to take out a loan in the amount of R$ 5,000.00. To pay the installments, they have a maximum of R$ 400.00 monthly. For this loan amount, the installment value (P) is calculated based on the number of installments (n) according to the formula","If necessary, use 0.005 as an approximation for log 1,013; 2.602 as an approximation for log 400; 2.525 as an approximation for log 335.","According to the given formula, the smallest number of installments whose values do not compromise the limit defined by the person is","{'A': '12.\n', 'B': '14.\n', 'C': '15.\n', 'D': '16.\n', 'E': '17.\n\n'}",No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,{'D': '16.\n'},{C: 60 installments},"To find the smallest number of installments, we use the formula P = A / ((1 - (1 + r)^-n) / r), where P is the monthly installment, A is the loan amount, r is the monthly interest rate, and n is the number of installments. Given A = R$ 5,000.00, P = R$ 400.00, and r = 0.005 (approximation for log 1,013), we can calculate n using the formula. By substituting the values, we find n = 60 installments."
152,2017,"In a tourist cable car, cable cars depart from stations at sea level and the top of a mountain. The crossing takes 1.5 minutes and both cable cars move at the same speed. Forty seconds after cable car A leaves the sea level station, it crosses paths with cable car B, which had departed from the mountaintop.",How many seconds after cable car B's departure did cable car A depart?,"{'A': ' 5\n', 'B': ' 10\n', 'C': ' 15\n', 'D': ' 20\n', 'E': ' 25\n\n'}",{'B': ' 10\n'},No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,{B: 10},"If cable car A crosses paths with cable car B 40 seconds after A's departure, and the total crossing time is 1.5 minutes (90 seconds), then cable car B departs 90 - 40 = 50 seconds before cable car A. Therefore, cable car A departs 50 - 40 = 10 seconds after cable car B's departure."
150,2017,"
A company specialized in pool maintenance uses a product for water treatment whose technical specifications suggest that 1.5 mL of this product should be added for every 1,000 L of pool water. This company was hired to take care of a rectangular base pool, with a constant depth of 1.7 m, and width and length of 3 m and 5 m, respectively. The water level of this pool is maintained at 50 cm from the edge of the pool.
","
The quantity of this product, in milliliters, that must be added to this pool in order to meet its technical specifications is
","{'A': ' 11.25.\n', 'B': ' 27.00.\n', 'C': ' 28.80.\n', 'D': ' 32.25.\n', 'E': ' 49.50.\n\n'}",{'B': ' 27.00.\n'},No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,{C: 28.80.},"1. Calculate the volume of the pool: Volume = length x width x depth = 3m x 5m x 1.7m = 25.5 cubic meters = 25,500 liters (1 cubic meter = 1,000 liters). 2. Use the product-to-water ratio to find the amount of product needed: 1.5 mL per 1,000 L means 25,500 L x 1.5 mL / 1,000 L = 28.80 mL. Therefore, 28.80 mL of the product must be added to the pool."
