id,area,year,context,question,options,correct_answer,bloom_level,difficult_level,relevance,adherence,answerability,correctness,feedback,rouge,bleu,system_answer,steps_answer,model,lang
616_2017,"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS",2017,"
PROPAGANDA — O exame dos textos e mensagens 
de  Propaganda  revela  que  ela  apresenta  posições 
parciais,  que  refletem  apenas  o  pensamento  de  uma 
minoria, como se exprimissem, em vez disso, a convicção 
de  uma  população;  trata-se,  no  fundo,  de  convencer  o 
ouvinte ou o leitor de que, em termos de opinião, está fora 
do caminho certo, e de induzi-lo a aderir às teses que lhes 
são apresentadas, por um mecanismo bem conhecido da 
psicologia social, o do conformismo induzido por pressões 
do grupo sobre o indivíduo isolado.

BOBBIO, N.; MATTEUCCI, N.; PASQUINO, G. Dicionário de política.
Brasília: UnB, 1998 (adaptado).
",Qual é o mecanismo psicológico mencionado no texto que a propaganda utiliza para influenciar o indivíduo?,"[{'A': 'Persuasão racional.'}, {'B': 'Confronto direto de ideias.'}, {'C': 'Conformismo induzido por pressões do grupo.'}, {'D': 'Autoavaliação crítica.'}, {'E': 'Discussão aberta e imparcial.'}]",[{'C': 'Conformismo induzido por pressões do grupo.'}],Analisar,Avançado,5,4,5,yes,"A questão é altamente relevante, pois está diretamente relacionada ao contexto apresentado sobre propaganda e conformismo. Quanto à aderência, a questão está no nível 'Analisar' de Bloom e é classificada como 'Avançado' em dificuldade, o que está de acordo com a complexidade do texto. A resposta correta está claramente apresentada no contexto, fornecendo informações suficientes para chegar à resposta correta. A opção marcada como correta ('Conformismo induzido por pressões do grupo') está de acordo com o mecanismo psicológico mencionado no texto, portanto, a questão é considerada correta.","Score(precision=0.4117647058823529, recall=0.06306306306306306, fmeasure=0.10937499999999999)",7.481180109228759e-234,{C: Conformismo induzido por pressões do grupo.},"O texto menciona que a propaganda utiliza o mecanismo psicológico do conformismo induzido por pressões do grupo sobre o indivíduo isolado para influenciá-lo a aderir às teses apresentadas. Portanto, a resposta correta é a opção C: Conformismo induzido por pressões do grupo.",gpt-3.5-turbo,PT
616_2017,"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS",2017,"
PROPAGANDA — O exame dos textos e mensagens 
de  Propaganda  revela  que  ela  apresenta  posições 
parciais,  que  refletem  apenas  o  pensamento  de  uma 
minoria, como se exprimissem, em vez disso, a convicção 
de  uma  população;  trata-se,  no  fundo,  de  convencer  o 
ouvinte ou o leitor de que, em termos de opinião, está fora 
do caminho certo, e de induzi-lo a aderir às teses que lhes 
são apresentadas, por um mecanismo bem conhecido da 
psicologia social, o do conformismo induzido por pressões 
do grupo sobre o indivíduo isolado.

BOBBIO, N.; MATTEUCCI, N.; PASQUINO, G. Dicionário de política.
Brasília: UnB, 1998 (adaptado).
",Por que as mensagens de propaganda são descritas como parciais no texto?,"[{'A': 'Por refletirem a convicção da maioria da população.'}, {'B': 'Por apresentarem um debate equilibrado de diferentes pontos de vista.'}, {'C': 'Por buscarem desafiar as crenças do público-alvo.'}, {'D': 'Por induzirem o leitor a discordar das teses apresentadas.'}, {'E': 'Por refletirem apenas o pensamento de uma minoria.'}]",[{'E': 'Por refletirem apenas o pensamento de uma minoria.'}],Entender,Intermediário,5,4,5,yes,"A questão apresenta alta relevância, pois está diretamente relacionada ao contexto de propaganda descrito no texto. Quanto à aderência, o nível de Bloom 'Entender' e a dificuldade 'Intermediário' estão adequados considerando a complexidade da pergunta. A resposta correta está claramente apresentada nas opções, fornecendo informações suficientes para chegar a uma resposta. A opção marcada como correta ('E: Por refletirem apenas o pensamento de uma minoria.') está de acordo com o texto fornecido, sendo a resposta correta para a pergunta.","Score(precision=0.46153846153846156, recall=0.05405405405405406, fmeasure=0.0967741935483871)",4.500288384891189e-158,{E: Por refletirem apenas o pensamento de uma minoria.},"O texto menciona que a propaganda apresenta posições parciais que refletem apenas o pensamento de uma minoria, induzindo o ouvinte ou leitor a aderir às teses apresentadas. Portanto, a descrição das mensagens de propaganda como parciais no texto se deve ao fato de refletirem apenas o pensamento de uma minoria.",gpt-3.5-turbo,PT
616_2017,"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS",2017,"
PROPAGANDA — O exame dos textos e mensagens 
de  Propaganda  revela  que  ela  apresenta  posições 
parciais,  que  refletem  apenas  o  pensamento  de  uma 
minoria, como se exprimissem, em vez disso, a convicção 
de  uma  população;  trata-se,  no  fundo,  de  convencer  o 
ouvinte ou o leitor de que, em termos de opinião, está fora 
do caminho certo, e de induzi-lo a aderir às teses que lhes 
são apresentadas, por um mecanismo bem conhecido da 
psicologia social, o do conformismo induzido por pressões 
do grupo sobre o indivíduo isolado.

BOBBIO, N.; MATTEUCCI, N.; PASQUINO, G. Dicionário de política.
Brasília: UnB, 1998 (adaptado).
",Qual é o objetivo final da propaganda em relação às opiniões do público-alvo?,"[{'A': 'Manter a diversidade de opiniões.'}, {'B': 'Desafiar as crenças estabelecidas.'}, {'C': 'Induzir o público-alvo a aderir às teses apresentadas.'}, {'D': 'Estimular o debate aberto e imparcial.'}, {'E': 'Reforçar as opiniões existentes do público-alvo.'}]",[{'C': 'Induzir o público-alvo a aderir às teses apresentadas.'}],Avaliar,Avançado,5,5,5,yes,"A questão apresenta alta qualidade em todas as métricas avaliadas. A relevância é máxima, pois a pergunta está diretamente relacionada ao contexto de propaganda e opiniões do público-alvo. O nível de Bloom 'Avaliar' e a dificuldade 'Avançado' estão adequados, considerando a análise crítica necessária para responder a questão. A resposta correta está claramente presente nas opções e é de fácil identificação, garantindo a answerability. Além disso, a opção correta está corretamente marcada como 'C', que corresponde à resposta 'Induzir o público-alvo a aderir às teses apresentadas'.","Score(precision=0.4375, recall=0.06306306306306306, fmeasure=0.11023622047244093)",1.7796421554760197e-234,{C: Induzir o público-alvo a aderir às teses apresentadas.},"O texto menciona que o objetivo final da propaganda é convencer o ouvinte ou leitor de que está fora do caminho certo em termos de opinião e induzi-lo a aderir às teses apresentadas, por meio do conformismo induzido por pressões do grupo sobre o indivíduo isolado.",gpt-3.5-turbo,PT
443_2017,CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,2017,"
Pesquisadores criaram um tipo de plaqueta artificial, 
feita com um polímero gelatinoso coberto de anticorpos, 
que promete agilizar o processo de coagulação quando 
injetada  no  corpo.  Se  houver  sangramento,  esses 
anticorpos  fazem  com  que  a  plaqueta  mude  sua  forma 
e se transforme em uma espécie de rede que gruda nas 
lesões dos vasos sanguíneos e da pele.

MOUTINHO, S. Coagulação acelerada. Disponível em: http://cienciahoje.uol.com.br. 
Acesso em: 19 fev. 2013 (adaptado).
",Qual é o principal objetivo da plaqueta artificial criada pelos pesquisadores?,"[{'A': 'Promover a coagulação sanguínea'}, {'B': 'Eliminar os anticorpos do organismo'}, {'C': 'Diminuir a produção de plaquetas naturais'}, {'D': 'Causar sangramento nas lesões'}, {'E': 'Substituir os vasos sanguíneos danificados'}]",[{'A': 'Promover a coagulação sanguínea'}],Compreender,Iniciante,5,4,5,yes,"A questão apresenta alta relevância, pois está diretamente relacionada ao contexto fornecido sobre a plaqueta artificial e seu objetivo. Quanto à aderência, o nível de Bloom 'Compreender' e a dificuldade 'Iniciante' estão adequados considerando a informação da questão. A answerability é pontuada com 5, pois a descrição do contexto e das opções permite aos alunos chegar à resposta correta. A opção marcada como correta ('Promover a coagulação sanguínea') está de acordo com a informação fornecida no enunciado, sendo considerada correta.","Score(precision=0.2, recall=0.024691358024691357, fmeasure=0.04395604395604395)",6.166557568960144e-234,{A: Promover a coagulação sanguínea},"A plaqueta artificial criada pelos pesquisadores tem como principal objetivo agilizar o processo de coagulação quando injetada no corpo, promovendo a formação de uma rede que gruda nas lesões dos vasos sanguíneos e da pele.",gpt-3.5-turbo,PT
443_2017,CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,2017,"
Pesquisadores criaram um tipo de plaqueta artificial, 
feita com um polímero gelatinoso coberto de anticorpos, 
que promete agilizar o processo de coagulação quando 
injetada  no  corpo.  Se  houver  sangramento,  esses 
anticorpos  fazem  com  que  a  plaqueta  mude  sua  forma 
e se transforme em uma espécie de rede que gruda nas 
lesões dos vasos sanguíneos e da pele.

MOUTINHO, S. Coagulação acelerada. Disponível em: http://cienciahoje.uol.com.br. 
Acesso em: 19 fev. 2013 (adaptado).
",Como os anticorpos presentes na plaqueta artificial contribuem para o processo de coagulação?,"[{'A': 'Atacando as células saudáveis do corpo'}, {'B': 'Inibindo a formação da rede de coagulação'}, {'C': 'Estimulando a produção de mais sangue'}, {'D': 'Auxiliando na formação de uma rede que gruda nas lesões'}, {'E': 'Causando dilatação dos vasos sanguíneos'}]",[{'D': 'Auxiliando na formação de uma rede que gruda nas lesões'}],Aplicar,Intermediário,5,4,5,yes,"A questão apresenta alta relevância, pois está diretamente relacionada ao contexto fornecido sobre as plaquetas artificiais e seu papel na coagulação sanguínea. Quanto à aderência, o nível de Bloom 'Aplicar' e a dificuldade 'Intermediário' estão adequados considerando a complexidade da pergunta. A resposta correta está claramente presente nas opções e é bem fundamentada no texto fornecido, tornando a questão facilmente respondível. A opção marcada como correta ('Auxiliando na formação de uma rede que gruda nas lesões') está correta de acordo com as informações apresentadas no contexto.","Score(precision=0.5, recall=0.08641975308641975, fmeasure=0.1473684210526316)",4.2071938229337e-80,{D: Auxiliando na formação de uma rede que gruda nas lesões},"Os anticorpos presentes na plaqueta artificial contribuem para o processo de coagulação ao auxiliarem na formação de uma rede que gruda nas lesões dos vasos sanguíneos e da pele, agilizando assim o processo de coagulação em caso de sangramento.",gpt-3.5-turbo,PT
443_2017,CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,2017,"
Pesquisadores criaram um tipo de plaqueta artificial, 
feita com um polímero gelatinoso coberto de anticorpos, 
que promete agilizar o processo de coagulação quando 
injetada  no  corpo.  Se  houver  sangramento,  esses 
anticorpos  fazem  com  que  a  plaqueta  mude  sua  forma 
e se transforme em uma espécie de rede que gruda nas 
lesões dos vasos sanguíneos e da pele.

MOUTINHO, S. Coagulação acelerada. Disponível em: http://cienciahoje.uol.com.br. 
Acesso em: 19 fev. 2013 (adaptado).
",Qual é a principal característica da plaqueta artificial em relação à coagulação sanguínea?,"[{'A': 'Ativar o sistema imunológico'}, {'B': 'Inibir a formação de coágulos'}, {'C': 'Promover a diluição do sangue'}, {'D': 'Transformar-se em uma rede que adere às lesões'}, {'E': 'Estimular a produção de plaquetas naturais'}]",[{'D': 'Transformar-se em uma rede que adere às lesões'}],Analisar,Avançado,5,4,5,yes,"A questão é altamente relevante, pois está diretamente relacionada ao contexto apresentado sobre plaquetas artificiais e coagulação sanguínea. Quanto à aderência, o nível de Bloom 'Analisar' e a dificuldade 'Avançado' estão adequados considerando a complexidade da pergunta. A questão fornece informações claras o suficiente para chegar à resposta correta, que é a opção D. A opção correta está de acordo com a descrição das plaquetas artificiais no contexto fornecido.","Score(precision=0.4, recall=0.07407407407407407, fmeasure=0.125)",1.7887544193874612e-233,{D: Transformar-se em uma rede que adere às lesões},"A principal característica da plaqueta artificial em relação à coagulação sanguínea é a capacidade de se transformar em uma rede que adere às lesões dos vasos sanguíneos e da pele, agilizando o processo de coagulação.",gpt-3.5-turbo,PT
443_2017,CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,2017,"
Pesquisadores criaram um tipo de plaqueta artificial, 
feita com um polímero gelatinoso coberto de anticorpos, 
que promete agilizar o processo de coagulação quando 
injetada  no  corpo.  Se  houver  sangramento,  esses 
anticorpos  fazem  com  que  a  plaqueta  mude  sua  forma 
e se transforme em uma espécie de rede que gruda nas 
lesões dos vasos sanguíneos e da pele.

MOUTINHO, S. Coagulação acelerada. Disponível em: http://cienciahoje.uol.com.br. 
Acesso em: 19 fev. 2013 (adaptado).
",Por que a plaqueta artificial é feita com um polímero gelatinoso?,"[{'A': 'Para aumentar a temperatura do corpo'}, {'B': 'Para facilitar a injeção no organismo'}, {'C': 'Para neutralizar os anticorpos presentes'}, {'D': 'Para acelerar a respiração dos pacientes'}, {'E': 'Para estimular a produção de plaquetas naturais'}]",[{'B': 'Para facilitar a injeção no organismo'}],Lembrar,Iniciante,5,4,5,yes,"A questão apresenta alta relevância, pois está diretamente relacionada ao contexto fornecido sobre a plaqueta artificial feita com um polímero gelatinoso. Quanto à aderência, o nível de Bloom 'Lembrar' e a dificuldade 'Iniciante' estão adequados considerando a informação da questão. A resposta correta está claramente presente nas opções e no contexto, tornando a questão facilmente respondível. Além disso, a opção marcada como correta ('Para facilitar a injeção no organismo') está correta de acordo com as informações fornecidas.","Score(precision=0.7272727272727273, recall=0.09876543209876543, fmeasure=0.17391304347826084)",0.0015893456357556307,{B: Para facilitar a injeção no organismo},"A plaqueta artificial é feita com um polímero gelatinoso para facilitar a injeção no organismo, tornando o processo mais eficiente e seguro.",gpt-3.5-turbo,PT
443_2017,CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,2017,"
Pesquisadores criaram um tipo de plaqueta artificial, 
feita com um polímero gelatinoso coberto de anticorpos, 
que promete agilizar o processo de coagulação quando 
injetada  no  corpo.  Se  houver  sangramento,  esses 
anticorpos  fazem  com  que  a  plaqueta  mude  sua  forma 
e se transforme em uma espécie de rede que gruda nas 
lesões dos vasos sanguíneos e da pele.

MOUTINHO, S. Coagulação acelerada. Disponível em: http://cienciahoje.uol.com.br. 
Acesso em: 19 fev. 2013 (adaptado).
",Qual é a função dos anticorpos na plaqueta artificial durante um sangramento?,"[{'A': 'Evitar a formação de coágulos'}, {'B': 'Promover a dilatação dos vasos sanguíneos'}, {'C': 'Estimular a produção de mais sangue'}, {'D': 'Auxiliar na formação de uma rede que gruda nas lesões'}, {'E': 'Causar a contração dos vasos sanguíneos'}]",[{'D': 'Auxiliar na formação de uma rede que gruda nas lesões'}],Avaliar,Intermediário,5,4,5,yes,"A questão apresenta alta relevância, pois está diretamente relacionada ao contexto descrito sobre a função dos anticorpos na plaqueta artificial durante um sangramento. Quanto à aderência, o nível de Bloom 'Avaliar' e a dificuldade 'Intermediário' estão adequados considerando a complexidade da pergunta. A resposta correta está claramente apresentada nas opções e no contexto, facilitando a identificação da resposta correta. Portanto, a questão é altamente relevante, bem estruturada e fornece informações suficientes para chegar à resposta correta.","Score(precision=0.3333333333333333, recall=0.04938271604938271, fmeasure=0.08602150537634408)",1.165106210581022e-233,{D: Auxiliar na formação de uma rede que gruda nas lesões},"Os anticorpos na plaqueta artificial durante um sangramento têm a função de auxiliar na formação de uma rede que gruda nas lesões dos vasos sanguíneos e da pele, agilizando o processo de coagulação.",gpt-3.5-turbo,PT
1524_2023,CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,2023,"## Efficacy of Selective Serotonin-Reuptake Inhibitors in Premenstrual Syndrome
Muitas mulheres sofrem com desconfortos nos dias que antecedem a menstruação, a chamada tensão pré-menstrual. Entre outros sintomas, podem ocorrer alterações de humor. Atualmente, acredita-se que os sintomas são resultado da queda na concentração do neurotransmissor serotonina, que, por sua vez, está relacionado com a diminuição na produção dos hormônios ovarianos estrógeno e progesterona, observada nessa fase do ciclo feminino. []",Qual é o neurotransmissor cuja queda na concentração está relacionada aos sintomas da tensão pré-menstrual?,"[{'A': 'Dopamina'}, {'B': 'Serotonina'}, {'C': 'Noradrenalina'}, {'D': 'Acetilcolina'}, {'E': 'GABA'}]",[{'B': 'Serotonina'}],1,Beginner,5,4,5,yes,"A questão é altamente relevante, pois está diretamente relacionada ao contexto apresentado sobre a tensão pré-menstrual e a queda na concentração de serotonina. Quanto à aderência, o nível de Bloom e a dificuldade estão adequados para uma pergunta que requer conhecimento básico sobre neurotransmissores. A resposta correta, serotonina, é claramente indicada no contexto fornecido. A questão fornece informações suficientes para chegar à resposta correta, tornando-a altamente answerable.","Score(precision=0.4117647058823529, recall=0.0875, fmeasure=0.14432989690721648)",8.63798292932189e-80,{B: Serotonina},"Os sintomas da tensão pré-menstrual estão relacionados à queda na concentração do neurotransmissor serotonina, de acordo com as informações fornecidas no texto.",gpt-3.5-turbo,PT
1524_2023,CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,2023,"## Efficacy of Selective Serotonin-Reuptake Inhibitors in Premenstrual Syndrome
Muitas mulheres sofrem com desconfortos nos dias que antecedem a menstruação, a chamada tensão pré-menstrual. Entre outros sintomas, podem ocorrer alterações de humor. Atualmente, acredita-se que os sintomas são resultado da queda na concentração do neurotransmissor serotonina, que, por sua vez, está relacionado com a diminuição na produção dos hormônios ovarianos estrógeno e progesterona, observada nessa fase do ciclo feminino. []",Qual é a relação entre a produção dos hormônios ovarianos estrógeno e progesterona e a tensão pré-menstrual?,"[{'A': 'Aumentam a produção de serotonina'}, {'B': 'Diminuem a produção de serotonina'}, {'C': 'Não afetam a produção de serotonina'}, {'D': 'Causam a liberação de dopamina'}, {'E': 'Estimulam a produção de noradrenalina'}]",[{'B': 'Diminuem a produção de serotonina'}],2,Intermediate,5,4,5,yes,"A questão apresenta alta relevância, pois está diretamente relacionada ao contexto fornecido sobre a relação entre a produção dos hormônios ovarianos e a tensão pré-menstrual. Quanto à aderência, o nível de Bloom e a dificuldade são atribuídos corretamente considerando a informação da questão. A resposta correta é clara e baseada nas informações apresentadas no contexto, tornando a questão facilmente respondível. Além disso, a opção marcada como correta ('Diminuem a produção de serotonina') está de acordo com as informações fornecidas no enunciado, sendo considerada correta.","Score(precision=0.6363636363636364, recall=0.175, fmeasure=0.27450980392156865)",0.014169804186217761,{B: Diminuem a produção de serotonina},"A relação entre a produção dos hormônios ovarianos estrógeno e progesterona e a tensão pré-menstrual é que eles diminuem a produção de serotonina, o que está relacionado aos sintomas de TPM.",gpt-3.5-turbo,PT
1524_2023,CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,2023,"## Efficacy of Selective Serotonin-Reuptake Inhibitors in Premenstrual Syndrome
Muitas mulheres sofrem com desconfortos nos dias que antecedem a menstruação, a chamada tensão pré-menstrual. Entre outros sintomas, podem ocorrer alterações de humor. Atualmente, acredita-se que os sintomas são resultado da queda na concentração do neurotransmissor serotonina, que, por sua vez, está relacionado com a diminuição na produção dos hormônios ovarianos estrógeno e progesterona, observada nessa fase do ciclo feminino. []",Qual é o principal mecanismo de ação dos Inibidores Seletivos de Recaptação de Serotonina (ISRS) no tratamento da tensão pré-menstrual?,"[{'A': 'Aumento da produção de estrógeno'}, {'B': 'Bloqueio dos receptores de progesterona'}, {'C': 'Inibição da recaptação de serotonina no cérebro'}, {'D': 'Estimulação da produção de dopamina'}, {'E': 'Redução da produção de noradrenalina'}]",[{'C': 'Inibição da recaptação de serotonina no cérebro'}],3,Advanced,5,4,5,yes,"A questão apresenta alta relevância, pois está diretamente relacionada ao contexto e tópico descritos. Quanto à aderência, o nível de Bloom e a dificuldade estão adequados, considerando a complexidade da informação fornecida. A resposta correta é claramente indicada e as opções de resposta são plausíveis, fornecendo informações suficientes para chegar à resposta correta. A opção marcada como correta ('Inibição da recaptação de serotonina no cérebro') está de acordo com o mecanismo de ação dos Inibidores Seletivos de Recaptação de Serotonina (ISRS) no tratamento da tensão pré-menstrual, conforme descrito no contexto.","Score(precision=0.30434782608695654, recall=0.0875, fmeasure=0.13592233009708735)",1.0000681996375212e-232,{C: Inibição da recaptação de serotonina no cérebro},"O principal mecanismo de ação dos Inibidores Seletivos de Recaptação de Serotonina (ISRS) no tratamento da tensão pré-menstrual é a inibição da recaptação de serotonina no cérebro. Isso leva a um aumento da disponibilidade de serotonina, o que ajuda a regular o humor e aliviar os sintomas associados à tensão pré-menstrual.",gpt-3.5-turbo,PT
1524_2023,CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,2023,"## Efficacy of Selective Serotonin-Reuptake Inhibitors in Premenstrual Syndrome
Muitas mulheres sofrem com desconfortos nos dias que antecedem a menstruação, a chamada tensão pré-menstrual. Entre outros sintomas, podem ocorrer alterações de humor. Atualmente, acredita-se que os sintomas são resultado da queda na concentração do neurotransmissor serotonina, que, por sua vez, está relacionado com a diminuição na produção dos hormônios ovarianos estrógeno e progesterona, observada nessa fase do ciclo feminino. []",Quais são os sintomas comuns da tensão pré-menstrual além das alterações de humor?,"[{'A': 'Dores de cabeça e enxaquecas'}, {'B': 'Aumento da pressão arterial'}, {'C': 'Diminuição da sensibilidade mamária'}, {'D': 'Aumento da libido'}, {'E': 'Redução do apetite'}]",[{'A': 'Dores de cabeça e enxaquecas'}],4,Advanced,5,4,5,yes,"A questão apresenta alta relevância, pois está diretamente relacionada ao contexto fornecido sobre a tensão pré-menstrual e seus sintomas. Quanto à aderência, o nível de Bloom e a dificuldade estão bem alinhados com a complexidade da pergunta. A resposta correta é clara e baseada nas informações apresentadas. Além disso, a questão fornece informações suficientes para que o respondente possa chegar à resposta correta de forma clara e concisa.","Score(precision=0.5, recall=0.1125, fmeasure=0.18367346938775508)",1.0179086577231275e-156,{A: Dores de cabeça e enxaquecas},"Os sintomas comuns da tensão pré-menstrual além das alterações de humor incluem dores de cabeça e enxaquecas, conforme indicado na opção A.",gpt-3.5-turbo,PT
1524_2023,CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,2023,"## Efficacy of Selective Serotonin-Reuptake Inhibitors in Premenstrual Syndrome
Muitas mulheres sofrem com desconfortos nos dias que antecedem a menstruação, a chamada tensão pré-menstrual. Entre outros sintomas, podem ocorrer alterações de humor. Atualmente, acredita-se que os sintomas são resultado da queda na concentração do neurotransmissor serotonina, que, por sua vez, está relacionado com a diminuição na produção dos hormônios ovarianos estrógeno e progesterona, observada nessa fase do ciclo feminino. []",Por que a serotonina é considerada um neurotransmissor importante no contexto da tensão pré-menstrual?,"[{'A': 'Regula a produção de cortisol'}, {'B': 'Estimula a liberação de insulina'}, {'C': 'Controla a temperatura corporal'}, {'D': 'Modula o humor e o sono'}, {'E': 'Atua na contração muscular'}]",[{'D': 'Modula o humor e o sono'}],5,Advanced,5,4,5,yes,"A questão apresenta alta relevância, pois está diretamente relacionada ao contexto fornecido sobre a importância da serotonina na tensão pré-menstrual. Quanto à aderência, o nível de Bloom e a dificuldade estão adequados, considerando a complexidade da informação apresentada. A resposta correta está claramente indicada e é suportada pelo contexto fornecido. Além disso, a questão fornece informações suficientes para que o respondente possa chegar à resposta correta de forma clara e concisa.","Score(precision=0.4, recall=0.075, fmeasure=0.1263157894736842)",2.5795318116650375e-233,{D: A serotonina é considerada um neurotransmissor importante no contexto da tensão pré-menstrual porque modula o humor e o sono.},"A serotonina está relacionada com a regulação do humor e do sono, sendo essencial para o equilíbrio emocional e para a qualidade do sono. Portanto, sua queda na concentração pode contribuir para os sintomas de alterações de humor observados na tensão pré-menstrual.",gpt-3.5-turbo,PT
1474_2023,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2023,"O Golpe Militar de 1964 foi implacável no combate ao que restava das Ligas Camponesas, generalizadas na década anterior. No entanto, em relação aos sindicatos, sua atitude foi ambígua. Por meio de acordos com os Estados Unidos, foram concebidos centros sindicais e cursos de liderança com base em princípios conservadores e ministrados por membros da Igreja Católica. []",Qual foi a atitude do Golpe Militar de 1964 em relação aos sindicatos?,"[{'A': 'Favoreceu a criação de centros sindicais e cursos de liderança conservadores.'}, {'B': 'Perseguiu e eliminou todos os sindicatos existentes.'}, {'C': 'Promoveu a autonomia sindical e a liberdade de expressão.'}, {'D': 'Ignorou completamente a existência dos sindicatos.'}, {'E': 'Estimulou a formação de sindicatos de orientação comunista.'}]",[{'A': 'Favoreceu a criação de centros sindicais e cursos de liderança conservadores.'}],Compreensão,Iniciante,5,4,5,yes,"A questão é altamente relevante, pois está diretamente relacionada ao contexto histórico do Golpe Militar de 1964 e sua relação com os sindicatos. Quanto à aderência, a questão está bem alinhada com o nível de Bloom 'Compreensão' e a dificuldade 'Iniciante', porém poderia ser mais desafiadora para um nível iniciante. A resposta correta é claramente apresentada no enunciado, tornando a questão facilmente respondível. A opção marcada como correta está correta de acordo com as informações fornecidas no contexto.","Score(precision=0.6428571428571429, recall=0.140625, fmeasure=0.23076923076923078)",0.009346027799854424,{A: Favoreceu a criação de centros sindicais e cursos de liderança conservadores.},"O Golpe Militar de 1964, em relação aos sindicatos, concebeu centros sindicais e cursos de liderança com base em princípios conservadores, por meio de acordos com os Estados Unidos. Essa atitude foi ambígua, favorecendo a criação de estruturas sindicais, mas com uma abordagem conservadora.",gpt-3.5-turbo,PT
1474_2023,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2023,"O Golpe Militar de 1964 foi implacável no combate ao que restava das Ligas Camponesas, generalizadas na década anterior. No entanto, em relação aos sindicatos, sua atitude foi ambígua. Por meio de acordos com os Estados Unidos, foram concebidos centros sindicais e cursos de liderança com base em princípios conservadores e ministrados por membros da Igreja Católica. []",Quais eram os princípios base dos cursos de liderança ministrados aos sindicatos após o Golpe de 1964?,"[{'A': 'Princípios socialistas e marxistas.'}, {'B': 'Princípios conservadores e ministrados por membros da Igreja Católica.'}, {'C': 'Princípios anarquistas e libertários.'}, {'D': 'Princípios nacionalistas e militaristas.'}, {'E': 'Princípios democráticos e laicos.'}]",[{'B': 'Princípios conservadores e ministrados por membros da Igreja Católica.'}],Aplicação,Intermediário,5,5,5,yes,"A questão apresenta alta qualidade em todos os aspectos avaliados. A relevância é máxima, pois a pergunta está diretamente relacionada ao contexto histórico descrito. O nível de Bloom 'Aplicação' e a dificuldade 'Intermediário' estão adequadamente atribuídos, considerando a natureza da pergunta. A resposta correta é claramente apresentada, permitindo uma resposta direta. A opção correta está corretamente identificada como 'Princípios conservadores e ministrados por membros da Igreja Católica'.","Score(precision=0.3, recall=0.09375, fmeasure=0.14285714285714285)",2.897426731520551e-79,{B: Princípios conservadores e ministrados por membros da Igreja Católica.},"Após o Golpe de 1964, os cursos de liderança ministrados aos sindicatos baseavam-se em princípios conservadores e eram ministrados por membros da Igreja Católica.",gpt-3.5-turbo,PT
1474_2023,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2023,"O Golpe Militar de 1964 foi implacável no combate ao que restava das Ligas Camponesas, generalizadas na década anterior. No entanto, em relação aos sindicatos, sua atitude foi ambígua. Por meio de acordos com os Estados Unidos, foram concebidos centros sindicais e cursos de liderança com base em princípios conservadores e ministrados por membros da Igreja Católica. []",Qual foi a estratégia adotada pelo Golpe Militar de 1964 em relação às Ligas Camponesas?,"[{'A': 'Promoveu a expansão e fortalecimento das Ligas Camponesas.'}, {'B': 'Negociou acordos de paz e cooperação com as Ligas Camponesas.'}, {'C': 'Implantou políticas de reforma agrária em parceria com as Ligas Camponesas.'}, {'D': 'Combateu e reprimiu violentamente as Ligas Camponesas.'}, {'E': 'Financiou e apoiou as atividades das Ligas Camponesas.'}]",[{'D': 'Combateu e reprimiu violentamente as Ligas Camponesas.'}],Análise,Avançado,5,5,5,yes,"A questão apresenta alta qualidade em todas as métricas avaliadas. A relevância é máxima, pois a pergunta está diretamente relacionada ao contexto histórico fornecido. O nível de Bloom 'Análise' e a dificuldade 'Avançado' estão adequados, considerando a complexidade da questão. A resposta correta está claramente presente nas opções, fornecendo informações suficientes para chegar à resposta correta. Além disso, a opção marcada como correta ('Combateu e reprimiu violentamente as Ligas Camponesas.') está correta de acordo com o contexto histórico apresentado.","Score(precision=0.4117647058823529, recall=0.109375, fmeasure=0.17283950617283952)",0.011960008971691532,{D: Combateu e reprimiu violentamente as Ligas Camponesas.},"A estratégia adotada pelo Golpe Militar de 1964 em relação às Ligas Camponesas foi de combater e reprimir violentamente, como mencionado no trecho fornecido.",gpt-3.5-turbo,PT
