id,year,context,question,options,correct_answer,CE,DS,EK,IC,MR,TC,image,IU,ledor,figures,description,area,cor,system_answer,steps_answer
14,2013,"
So, crossing the backcountry paths is more 
exhausting than crossing a naked steppe. In the latter, at least, 
the traveler has the relief of a wide horizon and the 
perspective of open plains. Whereas the former 
drowns him; shortens his sight; assaults and dazzles him; 
entangles him in the thorny web and does not attract him; repels him 
with stinging leaves, with thorns, with splintered twigs 
stuck in spears, and unfolds before him leagues and 
leagues, unchanging in its desolate aspect; tree without leaves, 
with twisted and dry branches, twisted, intertwined, 
pointing rigidly in space or stretching flexuously 
along the ground, resembling an immense flailing, of torture, of the 
dying flora...

CUNHA, E. Os sertões. Available at: http://pt.scribd.com. Accessed on: 2 Jun. 2012.

","
The landscape elements described in the text 
correspond to biogeographical aspects present in the 
","{'A': '  composition of xerophytic vegetation.\n', 'B': '  formation of broadleaf forests.\n', 'C': '  transition to large forest.\n', 'D': '  adaptation to high salinity.\n', 'E': '  homogenization of evergreen cover.\n\n'}",{'A': '  composition of xerophytic vegetation.\n'},No,No,Yes,No,No,Yes,No,,,,,HUMANITIES AND THEIR TECHNOLOGIES,BLUE,{A: composition of xerophytic vegetation.},"The landscape elements described in the text, such as shortening sight, assaulting, dazzling, entangling in thorny web, and repelling with stinging leaves and thorns, are characteristics of xerophytic vegetation which is adapted to dry and arid conditions."
15,2013,"
In the social production that men carry out, they 
enter into certain relations that are indispensable 
and independent of their will; such production relations 
correspond to a defined stage of development 
of their material forces of production. The totality 
of these relations constitutes the economic structure 
of society - the real foundation, upon which the 
political and legal superstructures are built, and to which 
certain forms of social consciousness correspond.

MARX, K. Preface to the Critique of Political Economy. In: MARX, K.; ENGELS, F. 
Texts 3. São Paulo: Social Editions, 1977 (adapted).
","
For the author, the relationship between economy and politics 
established in the capitalist system causes
","{'A': '  the proletariat to be contemplated by the process of \n\nsurplus value.\n\n', 'B': '  labor to constitute the real foundation of \n\nmaterial production.\n\n', 'C': '  the consolidation of productive forces to be compatible \n\nwith human progress.\n\n', 'D': '  the autonomy of civil society to be proportional to \n\neconomic development.\n\n', 'E': '  the bourgeoisie to revolutionize the social process of \n\nformation of class consciousness.\n\n'}",{'B': '  labor to constitute the real foundation of \n\nmaterial production.\n\n'},No,No,No,No,No,Yes,No,,,,,HUMANITIES AND THEIR TECHNOLOGIES,BLUE,{B: labor to constitute the real foundation of material production.},"The author, as per the passage, emphasizes that the relationship between economy and politics in the capitalist system establishes labor as the real foundation of material production."
16,2013,"
A flexible worker controls the workplace, but does not acquire greater control over the process itself. At this point, several studies suggest that work supervision is often higher for those absent from the office than for those present. The work is physically decentralized and power over the worker, more direct.

SENNETT, R. The corrosion of character: personal consequences of the new capitalism. Rio de Janeiro: Record, 1999 (adapted).
","
Compared to the work organization characteristic of Taylorism and Fordism, the conception of time analyzed in the text presupposes that
","{'A': 'information technologies are used to democratize labor relations.', 'B': 'bureaucratic structures are transferred from the company to the domestic space.', 'C': 'outsourcing procedures are improved by professional qualification.', 'D': 'labor unions are strengthened with the valorization of functional specialization.', 'E': 'control mechanisms are shifted from processes to work results.'}",{'E': 'control mechanisms are shifted from processes to work results.'},No,No,No,No,No,Yes,No,,,,,HUMANITIES AND THEIR TECHNOLOGIES,BLUE,{E: Control mechanisms are shifted from processes to work results.},"The text mentions that work supervision is often higher for those absent from the office than for those present, indicating a shift in control mechanisms towards focusing on work results rather than the process itself."
18,2013,"
The Africa has also served as a starting point for very vulgar comedies, but very successful, like Coming to America and Ace Ventura: When Nature Calls; in both, Africa seems like a place full of crazy tribes and cartoonish rituals. Disney's The Lion King, the most successful American film set in Africa, did not feature a cast of human beings.
LEIBOWITZ, E. Hollywood movies about Africa fall into cliché. Available at: http://news.uol.com.br. Access on: Apr 17, 2010.
","
The film production mentioned in the text contributes to the formation of a memory about Africa and its inhabitants. This memory emphasizes and neglects, respectively, the following aspects of the African continent:
","{'A': ' History and nature.\n', 'B': ' Exoticism and cultures.\n', 'C': ' Society and economy.\n', 'D': ' Trade and environment.\n', 'E': ' Diversity and politics.\n\n\n\n'}",{'B': ' Exoticism and cultures.\n'},No,No,No,No,No,Yes,No,,,,,HUMANITIES AND THEIR TECHNOLOGIES,BLUE,{B: Exoticism and cultures.},"The text mentions that Hollywood movies about Africa often portray the continent in a cliché manner, focusing on crazy tribes and cartoonish rituals. This emphasis on exoticism and cartoonish representations contributes to the formation of a memory about Africa and its inhabitants, neglecting the true diversity and complexity of African cultures."
19,2013,Disneyland,Japanese multinationals install companies in Hong Kong and produce with Brazilian raw material to compete in the American market. American batteries power British appliances in New Guinea. Arab gasoline fuels American cars in South Africa. Iraqi children fleeing from war do not obtain visas at the American consulate in Egypt to enter Disneyland.,"In the song, the coexistence in the current international context is highlighted of the following situations:","{'A': 'Intensification of customs control and encouragement of speculative capital.', 'B': 'Expansion of economic exchanges and selectivity of population flows.', 'C': 'Intensification of informational control and adoption of phytosanitary barriers.', 'D': 'Increase in mercantile circulation and deregulation of the financial system.', 'E': 'Expansion of commercial protectionism and mischaracterization of national identities.'}",No,No,No,No,No,Yes,No,,,,,HUMANITIES AND THEIR TECHNOLOGIES,{'B': 'Expansion of economic exchanges and selectivity of population flows.'},{B: Interconnectedness of countries and cultures in the global economy.},"The passage describes how different countries and cultures are interconnected through economic activities and trade relationships, emphasizing the global interdependence in the current international context."
22,2013,"
To prevent abuse, it is necessary to organize things in such a way that power is contained by power. Everything would be lost if the same man or the same body of the main, or the nobles, or the people, exercised these three powers: the power to make laws, the power to execute public resolutions and the power to judge crimes or individual disagreements. Thus, the Legislative, Executive and Judiciary powers are created, acting independently for the realization of freedom, which does not exist if the same person or group exercises the mentioned powers concurrently. MONTESQUIEU, B. The Spirit of the Laws. São Paulo: Abril Cultural, 1979 (adapted).","
The division and independence between powers are necessary conditions for there to be freedom in a State. This can only occur under a political model in which there is","{'A': 'exercise of guardianship over legal and political activities.', 'B': 'consecration of political power by religious authority.', 'C': 'concentration of power in the hands of technical-scientific elites.', 'D': 'establishment of limits on public actors and government institutions.', 'E': 'merging of the functions of legislating, judging, and executing in the hands of an elected ruler.'}",{'D': 'establishment of limits on public actors and government institutions.'},No,No,No,No,No,Yes,No,,,,,HUMANITIES AND THEIR TECHNOLOGIES,BLUE,{D: establishment of limits on public actors and government institutions.},"The text mentions that the division and independence between powers are necessary for freedom in a State. This concept aligns with the idea of establishing limits on public actors and government institutions to prevent abuse of power. Therefore, the correct answer is D."
23,2013,"
When no one doubts the existence of another world, death is a passage that should be celebrated among relatives and neighbors. The man of the Middle Ages is convinced of not disappearing completely, hoping for the resurrection. For nothing stops and everything continues in eternity. The contemporary loss of religious feeling has made death a terrifying ordeal, a springboard to darkness and the unknown.

DUBY, G. Year 1000 year 2000 on the trail of our fears. São Paulo: Unesp, 1998 (adapted).
","
When comparing the ways in which societies have dealt with death, the author considers that there has been a process of
","{'A': '  commodification of religious beliefs.\n', 'B': '  transformation of social representations.\n', 'C': '  spread of atheism in countries with a Christian majority.\n', 'D': '  narrowing the gap between scientific knowledge and ecclesiastical knowledge.\n\n', 'E': '  maturation of consciousness linked to modern civilization.\n\n\n'}",{'B': '  transformation of social representations.\n'},No,No,No,No,No,Yes,No,,,,,HUMANITIES AND THEIR TECHNOLOGIES,BLUE,{B: transformation of social representations.},The author considers that there has been a process of transformation of social representations when comparing the ways in which societies have dealt with death.
24,2013,"
The building is circular. The prisoners' apartments 
occupy the circumference. You can call them, if you 
want, cells. The inspector's apartment occupies the 
center; you can call it, if you want, the inspector's lodging. The reformed morality; preserved health; revitalized industry; widespread education; public burdens relieved; settled economy, as it should be, on a rock; the Gordian knot of the Law on the Poor not cut, but undone - all by a simple architectural idea!

BENTHAM, J. The panopticon. Belo Horizonte: Autêntica, 2008.
","
This is the proposal of a system known as 
panopticon, a model that shows the power of discipline in 
contemporary societies, preferably exercised by mechanisms
","{'A': ' religious, which constitute as a divine eye 

controller that sees everything.\n\n', 'B': ' ideological, which establish limits through alienation, \n\npreventing the view of the domination suffered.\n\n', 'C': ' repressive, which perpetuate domination relationships \n
among men through physical torture.\n\n', 'D': ' subtle, which train bodies in space-time through \n
the gaze as a control instrument.\n\n', 'E': ' consensual, which agree on agreements based on \nunderstanding the general benefits of having \none's own actions controlled.\n\n'}","{'D': ' subtle, which train bodies in space-time through \n
the gaze as a control instrument.\n\n'}",No,No,Yes,No,No,Yes,No,,,,,HUMANITIES AND THEIR TECHNOLOGIES,BLUE,"{D: subtle, which train bodies in space-time through the gaze as a control instrument.}",The proposal of the panopticon system is described as exercising power through mechanisms that train bodies in space-time through the gaze as a control instrument. This aligns with option D.
26,2013,"
During the royalty, and in the early republican years, 
the laws were transmitted orally from one generation to 
another. The absence of a written legislation allowed the 
patricians to manipulate justice according to their interests. 
In 451 B.C., however, the plebeians managed to elect 
a commission of ten people — the decemvirs — to 
write the laws. Two of them traveled to Athens, in Greece, 
to study Solon's legislation.

COULANGES, F. The ancient city. São Paulo: Martins Fontes, 2000.
","
Overcoming the oral legal tradition in the ancient world, 
described in the text, was related to
","{'A': '  adoption of universal male suffrage.\n', 'B': '  extension of citizenship to free men.\n', 'C': '  affirmation of democratic institutions.\n', 'D': '  implementation of social rights.\n', 'E': '  tripartition of political powers.\n\n'}",{'B': '  extension of citizenship to free men.\n'},No,No,Yes,No,No,Yes,No,,,,,HUMANITIES AND THEIR TECHNOLOGIES,BLUE,{C: affirmation of democratic institutions.},"The text mentions that in 451 B.C., the plebeians elected a commission of ten people to write the laws, which shows a step towards the affirmation of democratic institutions."
27,2013,"
The happiness is, therefore, the best, the noblest and the most pleasant thing in the world, and these attributes should not be separated as in the existing inscription in Delphi 'of things, the noblest is the most just, and the best is health; however, the sweetest is to have what we call'. All these attributes are present in the most excellent activities, and among these the best, we identify as happiness.

ARISTOTLE. Politics. São Paulo: Cia. das Letras, 2010.
","
By recognizing in happiness the gathering of the most excellent attributes, Aristotle identifies it as
","{'A': '  the pursuit of material goods and titles of nobility.\n', 'B': '  spiritual fullness and personal asceticism.\n', 'C': '  purpose of human actions and behaviors.\n', 'D': '  knowledge of immutable and perfect truths.\n', 'E': '  expression of individual success and public recognition.\n\n'}",{'C': '  purpose of human actions and behaviors.\n'},No,No,Yes,No,No,No,No,,,,,HUMANITIES AND THEIR TECHNOLOGIES,BLUE,{C: purpose of human actions and behaviors.},"The passage mentions that happiness is the best, noblest, and most pleasant thing in the world, and these attributes are present in the most excellent activities. Aristotle identifies happiness as the purpose of human actions and behaviors."
29,2013,"
Twenty servants costumed and mounted on superb horses followed; after them, the Ambassador of the King of Congo marched magnificently adorned in blue silk to announce to the Senate that the King's arrival was scheduled for the sixteenth day. In response, he received repeated cheers from the people who attended joyfully and amazed by such grandeur.
Coronation of the King of Congo in Santo Amaro, Bahia apud DEL PRIORE, M. Festas e utopias in colonial Brazil. In: CATELLI JR., R. Um olhar sobre as festas populares brasileiras. São Paulo: Brasiliense, 1994 (adapted).
","
Originating from colonial times, the Coronation of the King of Congo festival highlights a process of
","{'A': 'social exclusion.\n', 'B': 'religious imposition.\n', 'C': 'political accommodation.\n', 'D': 'symbolic suppression.\n', 'E': 'cultural resignification.\n\n'}",{'E': 'cultural resignification.\n\n'},No,No,Yes,No,No,Yes,No,,,,,HUMANITIES AND THEIR TECHNOLOGIES,BLUE,{E: cultural resignification.},"The text describes the Coronation of the King of Congo festival as originating from colonial times and highlights a process of cultural resignification, where the festival's meaning and significance have been transformed over time."
30,2013,"
TEXT I

Our fight is for the democratization of land ownership, increasingly concentrated in our country. About 1% of all landowners control 46% of the land. We exert pressure through the occupation of unproductive large estates and properties that do not fulfill their social function, as determined by the 1988 Constitution. We also occupy farms that have their origins in the illegal appropriation of public lands.

Available at: www.mst.org.br. Accessed on: Aug 25, 2011 (adapted).

TEXT II

The small rural landowner is similar to a small shop owner: the smaller the business, the harder it is to maintain, as it must be productive and the burdens are difficult to bear. I am in favor of productive and sustainable properties that generate jobs. Supporting a productive company that creates jobs is much cheaper and generates much more than supporting agrarian reform.
LESSA, C. Available at: www.observadorpolitico.org.br. Accessed on: Aug 25, 2011 (adapted).
","
In the fragments of the texts, the positions regarding agrarian reform are opposed. This happens because the authors associate agrarian reform, respectively, with
","{'A': 'reduction of urban sprawl and criticism of peasant smallholdings.', 'B': 'expansion of national income and priority to the foreign market.', 'C': 'containment of agricultural mechanization and combating rural exodus.', 'D': 'privatization of state-owned companies and stimulation of economic growth.', 'E': 'correction of historical distortions and damage to agribusiness.'}",{'E': 'correction of historical distortions and damage to agribusiness.'},No,No,No,No,No,Yes,No,,,,,HUMANITIES AND THEIR TECHNOLOGIES,BLUE,{E: correction of historical distortions and damage to agribusiness.},"In the first text, the author supports the democratization of land ownership and criticizes the concentration of land in the hands of a few. In contrast, the second text supports productive and sustainable properties over agrarian reform. The correct answer is 'correction of historical distortions and damage to agribusiness' as it reflects the opposing views on agrarian reform in the given texts."
31,2013,"
Having faced the beast of the past eye to eye, 
having asked for and received forgiveness and having made corrections, 
let us now turn the page — not to forget it, 
but not to let it imprison us forever. 
Let us move towards a glorious future of a new South African society, where people are valued 
not because of biological irrelevancies or other 
strange attributes, but because they are people of infinite value created in the image of God. 
Desmond Tutu, at the closing of the Truth Commission in South Africa. Available at: 
http://td.camara.leg.br. Accessed on: Dec 17, 2012 (adapted).
","
In the text, the consolidation of democracy in 
South Africa is related to overcoming a legacy
","{'A': 'populist, favoring the cooptation of \n\npolitical dissidents.\n\n', 'B': 'totalitarian, blocking dialogue with \nsocial movements.\n\n', 'C': 'segregationist, preventing the universalization \nof citizenship.\n\n', 'D': 'stagnationist, disseminating social pauperization.\n\n', 'E': 'fundamentalist, engendering religious conflicts.\n\n'}","{'C': 'segregationist, preventing the universalization \nof citizenship.\n\n'}",No,No,No,No,No,Yes,No,,,,,HUMANITIES AND THEIR TECHNOLOGIES,BLUE,"{C: segregationist, preventing the universalization of citizenship.}","The text by Desmond Tutu emphasizes the importance of valuing people not based on irrelevant characteristics but on their inherent value as human beings. This aligns with the idea of overcoming a legacy of segregation in South Africa, which prevented the universalization of citizenship for all individuals. Therefore, the correct answer is option C: segregationist, preventing the universalization of citizenship."
32,2013,"
No one is unaware of the need that all 
farmers have to increase the number of their 
workers. And how did farmers supply the necessary labor until recently? Farms were 
supplied by the acquisition of slaves, without the 
slightest financial aid from the government. Now, if farmers supplied labor at their own expense, and if it is still possible to obtain it, albeit of a different quality, why should they not seek to obtain it in the same way, that is, 
at their own expense? 

Response from Manuel Felizardo de Sousa e Mello, general director of Public Lands, 
to Senator Vergueiro. In: ALENCASTRO, L. F. (Org.). History of private life in Brazil. 
São Paulo: Cia. das Letras, 1998 (adapted).
","
The excerpt from the speech addressed to the 
Imperial parliamentarian refers to the changes then taking place in the Brazilian countryside, which confronted the State and the agrarian elite around the objective of
","{'A': 'promote public actions for the occupation of inland lands. \n', 'B': 'adopt the salaried regime to protect foreign labor. \n', 'C': 'define a government subsidy policy to promote immigration.\n', 'D': 'regulate the interprovincial traffic of captives for the survival of farms. \n', 'E': 'finance the settlement of peasant families to stimulate subsistence agriculture.\n\n'}",{'C': 'define a government subsidy policy to promote immigration.\n'},No,No,Yes,No,No,Yes,No,,,,,HUMANITIES AND THEIR TECHNOLOGIES,BLUE,{D: regulate the interprovincial traffic of captives for the survival of farms.},"The excerpt from the speech is discussing how farmers used to obtain necessary labor through the acquisition of slaves without government aid. The response from Manuel Felizardo de Sousa e Mello suggests that farmers should continue to seek labor at their own expense, implying the regulation of the interprovincial traffic of captives for the survival of farms."
