id,area,year,context,response_gpt,response_llama,response_gpt_4,runtime_gpt,runtime_llama,runtime_gpt_4
32,Journalism,2022,"It cannot be denied access to information that is necessary to ensure or claim fundamental rights (freedom of expression, life, religious freedom, etc.). Documents containing information on human rights violations committed by public agents or by order of public authorities must be freely accessible, without restrictions. Relevant detail: this determination allows the vast majority of documents related to the practice of torture and other types of rights violations committed during the military dictatorship to be opened. Source of the Text: ABRAJI. Access to Public Information Law: what you need to know. 2014 (adapted).",,,"{""questions"":[
    {""question"": ""What is the main purpose of the Access to Public Information Law?"", 
    ""bloom_level"": ""Understand"", 
    ""difficult_level"": ""Beginner"", 
    ""options"": {""A"": ""To restrict the public's access to sensitive information"", 
                ""B"": ""To ensure the public's access to information necessary to claim fundamental rights"", 
                ""C"": ""To protect the government from public scrutiny"", 
                ""D"": ""To limit the public's access to information about human rights violations"", 
                ""E"": ""To control the flow of information in the media""}, 
    ""correct_answer"": [""B""], 
    ""correct_answer_letter"": ""B"", 
    ""correct_answer_text"": ""To ensure the public's access to information necessary to claim fundamental rights""},

    {""question"": ""What type of documents does the Access to Public Information Law allow to be opened?"", 
    ""bloom_level"": ""Remember"", 
    ""difficult_level"": ""Intermediate"", 
    ""options"": {""A"": ""Documents related to the practice of torture and other types of rights violations committed during the military dictatorship"", 
                ""B"": ""Documents related to the personal lives of public officials"", 
                ""C"": ""Documents related to national security"", 
                ""D"": ""Documents related to corporate secrets"", 
                ""E"": ""Documents related to private citizens""}, 
    ""correct_answer"": [""A""], 
    ""correct_answer_letter"": ""A"", 
    ""correct_answer_text"": ""Documents related to the practice of torture and other types of rights violations committed during the military dictatorship""},

    {""question"": ""Why is it important for journalists to have access to documents related to human rights violations committed by public agents?"", 
    ""bloom_level"": ""Evaluate"", 
    ""difficult_level"": ""Advanced"", 
    ""options"": {""A"": ""To expose corruption and hold public officials accountable"", 
                ""B"": ""To create sensational news stories"", 
                ""C"": ""To protect the reputation of public officials"", 
                ""D"": ""To promote government propaganda"", 
                ""E"": ""To support the government's narrative""}, 
    ""correct_answer"": [""A""], 
    ""correct_answer_letter"": ""A"", 
    ""correct_answer_text"": ""To expose corruption and hold public officials accountable""}
]}",,,20.02395796775818
33,Journalism,2022,"Currently, journalists need to be data literate. Some time ago, new stories used to be obtained by talking to people in bars; and it is possible that, sometimes, this continues to be done. But today, stories are also made by delving into data and equipping themselves with the right tools to analyze them and identify what is interesting in them. In this way, it is possible to discover how information fits together and what is happening in the country. Available at the Data Journalism Handbook website. Accessed on: Jun 22, 2018 (adapted).",,,"{""questions"":[
    {""question"": ""What is data literacy in the context of journalism?"", 
    ""bloom_level"": ""Understand"", 
    ""difficult_level"": ""Beginner"", 
    ""options"": [
        {""A"": ""The ability to read and write"", 
        ""B"": ""The ability to understand and analyze data"", 
        ""C"": ""The ability to speak multiple languages"", 
        ""D"": ""The ability to use a computer"", 
        ""E"": ""The ability to interview people""}], 
    ""correct_answer"":[""B""], 
    ""correct_answer_letter"": ""B"", 
    ""correct_answer_text"": ""The ability to understand and analyze data""},

    {""question"": ""Why is data literacy important for journalists today?"", 
    ""bloom_level"": ""Apply"", 
    ""difficult_level"": ""Intermediate"", 
    ""options"": [
        {""A"": ""To make their articles more interesting"", 
        ""B"": ""To understand and analyze data to identify interesting stories"", 
        ""C"": ""To impress their editors"", 
        ""D"": ""To compete with other journalists"", 
        ""E"": ""To increase their salary""}], 
    ""correct_answer"":[""B""], 
    ""correct_answer_letter"": ""B"", 
    ""correct_answer_text"": ""To understand and analyze data to identify interesting stories""},

    {""question"": ""How has the process of obtaining news stories changed over time?"", 
    ""bloom_level"": ""Analyze"", 
    ""difficult_level"": ""Advanced"", 
    ""options"": [
        {""A"": ""It has become more difficult"", 
        ""B"": ""It has become easier"", 
        ""C"": ""It has shifted from talking to people in bars to analyzing data"", 
        ""D"": ""It has not changed"", 
        ""E"": ""It has become more time-consuming""}], 
    ""correct_answer"":[""C""], 
    ""correct_answer_letter"": ""C"", 
    ""correct_answer_text"": ""It has shifted from talking to people in bars to analyzing data""}
]}",,,16.64106798171997
34,Journalism,2022,"Crisis management is a crucial action for the communication of any company. In a preventive or corrective manner, it is necessary to anticipate scenarios and create measures that should be adopted in case of a crisis or to minimize its impact. When a negative fact or news reaches the media, threatening the reputation or even the operation of an institution, the journalism professional working in the company's press office must act on several fronts and do everything possible to preserve and enhance the image of their client.",,,"{""questions"":[
    {""question"": ""What is the primary role of a journalism professional in a company's press office during a crisis?"", ""bloom_level"": ""Remember"", ""difficult_level"": ""Beginner"", ""options"": {""A"": ""To report the crisis to the public"", ""B"": ""To manage the company's social media accounts"", ""C"": ""To act on several fronts to preserve and enhance the company's image"", ""D"": ""To create a detailed report about the crisis for the company's board"", ""E"": ""To conduct interviews with the media""}, ""correct_answer"": [""C""], ""correct_answer_letter"": ""C"", ""correct_answer_text"": ""To act on several fronts to preserve and enhance the company's image""},
    {""question"": ""Why is it important for a company to anticipate scenarios and create measures in crisis management?"", ""bloom_level"": ""Understand"", ""difficult_level"": ""Intermediate"", ""options"": {""A"": ""To avoid any negative news reaching the media"", ""B"": ""To minimize the impact of a crisis or to adopt necessary measures in case of a crisis"", ""C"": ""To ensure the company's press office has something to do"", ""D"": ""To prevent the company from going bankrupt"", ""E"": ""To ensure the company's reputation is always positive""}, ""correct_answer"": [""B""], ""correct_answer_letter"": ""B"", ""correct_answer_text"": ""To minimize the impact of a crisis or to adopt necessary measures in case of a crisis""},
    {""question"": ""In a crisis situation, how should a journalism professional in a company's press office approach the communication strategy?"", ""bloom_level"": ""Apply"", ""difficult_level"": ""Advanced"", ""options"": {""A"": ""By ignoring the crisis and focusing on positive news"", ""B"": ""By denying any negative news related to the crisis"", ""C"": ""By acting on several fronts, doing everything possible to preserve and enhance the company's image"", ""D"": ""By blaming others for the crisis"", ""E"": ""By releasing all the details about the crisis to the public""}, ""correct_answer"": [""C""], ""correct_answer_letter"": ""C"", ""correct_answer_text"": ""By acting on several fronts, doing everything possible to preserve and enhance the company's image""}
]}",,,18.22114396095276
35,Journalism,2022,"In journalism, the interview is a type of relationship. It depends on the journalist's ability to converse and show interest in what the other person has to say. It is not enough to have a list of questions and wait for answers. The interview is used as one of the techniques to obtain information. The reporter listens to various sources and combines the information obtained with others collected through research, observation, and documentation.
Source of the Text: PINTO. Daily journalism: reflections, recommendations, tips, and exercises. 2009 (adapted).",,,"{""questions"":[
    {""question"": ""What is an interview in the context of journalism?"", ""bloom_level"": ""Remember"", ""difficult_level"": ""Beginner"", ""options"": {""A"": ""A list of questions"", ""B"": ""A type of relationship"", ""C"": ""A research method"", ""D"": ""A documentation technique"", ""E"": ""A type of news report""}, ""correct_answer"": [""B""], ""correct_answer_letter"": ""B"", ""correct_answer_text"": ""A type of relationship""},
    {""question"": ""Why is it not enough for a journalist to just have a list of questions during an interview?"", ""bloom_level"": ""Understand"", ""difficult_level"": ""Intermediate"", ""options"": {""A"": ""Because it's important to show interest in what the other person has to say"", ""B"": ""Because the interviewee might not answer all the questions"", ""C"": ""Because the journalist might forget the questions"", ""D"": ""Because the questions might not be relevant"", ""E"": ""Because the interviewee might not understand the questions""}, ""correct_answer"": [""A""], ""correct_answer_letter"": ""A"", ""correct_answer_text"": ""Because it's important to show interest in what the other person has to say""},
    {""question"": ""How does a journalist combine the information obtained from an interview?"", ""bloom_level"": ""Apply"", ""difficult_level"": ""Intermediate"", ""options"": {""A"": ""With other interviews"", ""B"": ""With personal opinions"", ""C"": ""With information collected through research, observation, and documentation"", ""D"": ""With feedback from the audience"", ""E"": ""With editorial guidelines""}, ""correct_answer"": [""C""], ""correct_answer_letter"": ""C"", ""correct_answer_text"": ""With information collected through research, observation, and documentation""},
    {""question"": ""What is the role of a journalist's ability to converse in an interview?"", ""bloom_level"": ""Analyze"", ""difficult_level"": ""Advanced"", ""options"": {""A"": ""To make the interviewee comfortable"", ""B"": ""To ensure the interview is long enough"", ""C"": ""To ensure the interviewee answers all the questions"", ""D"": ""To obtain information"", ""E"": ""To make the interview interesting for the audience""}, ""correct_answer"": [""D""], ""correct_answer_letter"": ""D"", ""correct_answer_text"": ""To obtain information""},
    {""question"": ""Evaluate the statement: 'In journalism, the interview is just a technique to obtain information.'"", ""bloom_level"": ""Evaluate"", ""difficult_level"": ""Advanced"", ""options"": {""A"": ""The statement is completely true"", ""B"": ""The statement is partially true"", ""C"": ""The statement is mostly false"", ""D"": ""The statement is completely false"", ""E"": ""The statement is irrelevant""}, ""correct_answer"": [""B""], ""correct_answer_letter"": ""B"", ""correct_answer_text"": ""The statement is partially true""}
]}",,,21.808090209960938
1,Law,2022,"TEXT 1
Representative democracy requires, for its functioning, a set of characteristics, which can be understood as institutions. They are: Elected officials; Free, fair and frequent elections; Inclusive suffrage; Right to run for elective office; Freedom of expression; Diversified sources of information; Autonomy for associations. Among the mentioned categories, two stand out as pillars of the democratic regime.
Freedom of expression: citizens have the right to express themselves, without the danger of severe punishments, regarding political matters in general, which includes the freedom to criticize government officials, the government itself, the regime, the socioeconomic order, and the dominant ideology.
Diversified sources of information: citizens have the right to seek alternative, diversified, and independent sources of information. Furthermore, the existence of alternative sources of information must be protected by law.
TEXT 2
Source of the Text: DAHL, R. On Democracy, EDU: UnB, 2001 (adapted).
Although political regimes can be overthrown and ideologies criticized and stripped of their legitimacy, behind a regime and its ideology there is always a way of thinking and feeling, a series of cultural habits, a nebula of obscure instincts and unfathomable impulses.
Source of the Text: ECO, U. Eternal Fascism. In: Five Moral Writings. Editora Record: Rio de Janeiro, 2002 (adapted).
TEXT 3
The figure below exemplifies some behaviors that, according to Umberto Eco, can be considered contradictory to democratic principles.
Description of the Figure:
7 frames are presented with different phrases and illustrations.
Phrase: 'Cult of traditions and roots'.
Illustration: drawing of a bald eagle wearing a baseball cap.
Phrase: 'Constant state of threat'.
Illustration: tank.
Phrase: 'Exaltation of popular will'.
Illustration: hand prop with raised index finger and the writing '#1 - the best'.
Phrase: 'Opposition to critical analysis'.
Illustration: microphones emitting the phrase 'Fake News!'.
Phrase: 'Obsession with conspiracies and external culprits'.
Illustration: drawing of immigrants as targets.
Phrase: 'Proclamation of a leader (the voice of the people)'.
Illustration: a person on a hill speaking to the crowds.
Phrase: 'Limited and repetitive language'.
Illustration: a mouth saying 'I have the best words'.",,,"{""questions"":[
{""question"": ""Which two characteristics stand out as pillars of the democratic regime according to the text?"", ""bloom_level"": ""Remember"", ""difficult_level"": ""Beginner"", ""options"": {""A"": ""Elected officials and Free elections"", ""B"": ""Freedom of expression and Diversified sources of information"", ""C"": ""Inclusive suffrage and Right to run for elective office"", ""D"": ""Autonomy for associations and Elected officials"", ""E"": ""Free elections and Inclusive suffrage""}, ""correct_answer"": [""B""], ""correct_answer_letter"": ""B"", ""correct_answer_text"": ""Freedom of expression and Diversified sources of information""},
{""question"": ""What does the 'Freedom of expression' in a democratic regime entail?"", ""bloom_level"": ""Understand"", ""difficult_level"": ""Intermediate"", ""options"": {""A"": ""The right to criticize government officials and the regime"", ""B"": ""The right to express personal opinions"", ""C"": ""The right to express oneself without the danger of severe punishments"", ""D"": ""The right to express oneself in any language"", ""E"": ""The right to express oneself in public forums only""}, ""correct_answer"": [""C""], ""correct_answer_letter"": ""C"", ""correct_answer_text"": ""The right to express oneself without the danger of severe punishments""},
{""question"": ""According to Umberto Eco, which behavior is contradictory to democratic principles?"", ""bloom_level"": ""Apply"", ""difficult_level"": ""Advanced"", ""options"": {""A"": ""Cult of traditions and roots"", ""B"": ""Exaltation of popular will"", ""C"": ""Opposition to critical analysis"", ""D"": ""All of the above"", ""E"": ""None of the above""}, ""correct_answer"": [""D""], ""correct_answer_letter"": ""D"", ""correct_answer_text"": ""All of the above""},
{""question"": ""What does the 'Diversified sources of information' in a democratic regime mean?"", ""bloom_level"": ""Analyze"", ""difficult_level"": ""Advanced"", ""options"": {""A"": ""Citizens have the right to seek alternative, diversified, and independent sources of information"", ""B"": ""Citizens have the right to access only government-approved sources of information"", ""C"": ""Citizens have the right to access information from foreign sources"", ""D"": ""Citizens have the right to access information from any source they choose"", ""E"": ""Citizens have the right to access information from social media""}, ""correct_answer"": [""A""], ""correct_answer_letter"": ""A"", ""correct_answer_text"": ""Citizens have the right to seek alternative, diversified, and independent sources of information""},
{""question"": ""What is the implication of the phrase 'Obsession with conspiracies and external culprits' as described by Umberto Eco?"", ""bloom_level"": ""Evaluate"", ""difficult_level"": ""Advanced"", ""options"": {""A"": ""It implies a democratic society"", ""B"": ""It implies a society that values transparency"", ""C"": ""It implies a society that is open to criticism"", ""D"": ""It implies a society that is prone to blaming others"", ""E"": ""It implies a society that values diversity""}, ""correct_answer"": [""D""], ""correct_answer_letter"": ""D"", ""correct_answer_text"": ""It implies a society that is prone to blaming others""}
]}",,,25.492396116256714
2,Law,2022,"TEXT 1
Data from the survey conducted by TransgenderEurope (TGEU) shows that Brazil has remained for the 13th consecutive year as the country that most kills transgender people.
Map Description:
Title: Transgender Deaths - by countries from 2008 to 2021 - Absolute numbers:
• More than 1000: Brazil.
• 501 to 1000: Mexico.
• 251 to 500: USA.
• 101 to 250: Argentina, Venezuela, Colombia, India.
• 51 to 100: Turkey.
• 2 to 50: Canada, Russia, China, Saudi Arabia, Australia and part of Europe.
TEXT 2
According to data from the Notification of Injuries Information System (Sinan), from the Ministry of Health, there was a gross increase of 5% in violence against homosexuals and 37.1% in violence against bisexuals, going from 4,855 records in 2018 to 5,330 in 2019. The following graph presents the percentage of reported cases in 2019, according to the victims' sexual orientation.
Graph Description:
Title: Brazil: Profile of Homosexual and Bisexual People Victims of Violence, by Sexual Orientation, by Age Group (2019):
• 10 to 14 years: Heterosexuals (9%), Homosexuals (6%), Bisexuals (8%).
• 15 to 19 years: Heterosexuals (14%), Homosexuals (16%), Bisexuals (27%).
• 35 to 39 years: Heterosexuals (11%), Homosexuals (9%), Bisexuals (7%).
• 40 to 44 years: Heterosexuals (9%), Homosexuals (7%), Bisexuals (4%).
• 60 to 64 years: Heterosexuals (3%), Homosexuals (2%), Bisexuals (1%).",,,"{""questions"":[
    {""question"": ""Which country has the highest number of transgender deaths from 2008 to 2021 according to the survey conducted by TransgenderEurope (TGEU)?"",
    ""bloom_level"": ""Remember"",
    ""difficult_level"": ""Beginner"",
    ""options"": {""A"": ""USA"",""B"": ""Mexico"",""C"": ""Brazil"",""D"": ""Argentina"",""E"": ""India""},
    ""correct_answer"":[""C""], 
    ""correct_answer_letter"": ""C"", 
    ""correct_answer_text"": ""Brazil""},
    
    {""question"": ""According to the Notification of Injuries Information System (Sinan), what was the percentage increase in violence against bisexuals from 2018 to 2019?"",
    ""bloom_level"": ""Understand"",
    ""difficult_level"": ""Intermediate"",
    ""options"": {""A"": ""5%"",""B"": ""37.1%"",""C"": ""10%"",""D"": ""25%"",""E"": ""50%""},
    ""correct_answer"":[""B""], 
    ""correct_answer_letter"": ""B"", 
    ""correct_answer_text"": ""37.1%""},
    
    {""question"": ""Based on the data provided, which age group of bisexuals experienced the highest percentage of violence in Brazil in 2019?"",
    ""bloom_level"": ""Analyze"",
    ""difficult_level"": ""Advanced"",
    ""options"": {""A"": ""10 to 14 years"",""B"": ""15 to 19 years"",""C"": ""35 to 39 years"",""D"": ""40 to 44 years"",""E"": ""60 to 64 years""},
    ""correct_answer"":[""B""], 
    ""correct_answer_letter"": ""B"", 
    ""correct_answer_text"": ""15 to 19 years""}
]}",,,16.211349964141846
3,Law,2022,"In 2019, armed violence was three times higher for the black population, compared to the non-black population, both for the general population and for the youth group (between 15 and 29 years old). Regarding the mortality rate per 100,000 inhabitants in the group of people up to 14 years old, the inequality in the victimization of black children and adolescents by firearm assault also stands out, with a rate 3.6 times higher than that of non-blacks in 2019. Source of the Text: INSTITUTO SOU DA PAZ. Armed violence and racism: the role of firearms in racial inequality. 2021.",,,"{""questions"":[
    {""question"": ""In 2019, which population group experienced a higher rate of armed violence?"", 
    ""bloom_level"": ""Remember"", 
    ""difficult_level"": ""Beginner"", 
    ""options"": [
        {""A"": ""Non-black population"", 
        ""B"": ""Black population"", 
        ""C"": ""Both experienced the same rate"", 
        ""D"": ""There was no significant difference"", 
        ""E"": ""The data is not available""}], 
    ""correct_answer"":[""B""], 
    ""correct_answer_letter"": ""B"", 
    ""correct_answer_text"": ""Black population""},

    {""question"": ""What was the rate of armed violence for the black population compared to the non-black population in 2019?"", 
    ""bloom_level"": ""Understand"", 
    ""difficult_level"": ""Intermediate"", 
    ""options"": [
        {""A"": ""Twice as high"", 
        ""B"": ""Three times as high"", 
        ""C"": ""Four times as high"", 
        ""D"": ""Five times as high"", 
        ""E"": ""Six times as high""}], 
    ""correct_answer"":[""B""], 
    ""correct_answer_letter"": ""B"", 
    ""correct_answer_text"": ""Three times as high""},

    {""question"": ""What can be inferred about the role of firearms in racial inequality based on the 2019 data?"", 
    ""bloom_level"": ""Analyze"", 
    ""difficult_level"": ""Advanced"", 
    ""options"": [
        {""A"": ""Firearms contribute to racial inequality"", 
        ""B"": ""Firearms have no role in racial inequality"", 
        ""C"": ""Firearms reduce racial inequality"", 
        ""D"": ""Firearms only affect the non-black population"", 
        ""E"": ""Firearms only affect the black population""}], 
    ""correct_answer"":[""A""], 
    ""correct_answer_letter"": ""A"", 
    ""correct_answer_text"": ""Firearms contribute to racial inequality""}
]}",,,16.549941062927246
4,Law,2022,"TEXT 1
In addition to a lawsuit regarding the Temporal Framework being processed in the Judiciary, there is also a bill in the Chamber of Deputies that seeks to turn the Temporal Framework thesis into law. It is Bill No. 490/2007, which determines that only the peoples who were occupying the lands considered ancestral on the day of the promulgation of the Federal Constitution, on October 5, 1988, should have the right to them.
Available on g1.globo website. Accessed on: June 21, 2022 (adapted).
TEXT 2
The murder of the indigenist Bruno Pereira and the journalist Dom Phillips exposed to the world the importance of demarcating indigenous territories, guaranteed by the 1988 Federal Constitution. Indigenous territories, besides preserving identities, ways of life, traditions, and cultures of these peoples, are also essential for environmental preservation. They help to contain greenhouse gas emissions, promote biodiversity, and enhance systems.
If the Temporal Framework criterion is maintained, the land conflict may intensify. The territories will become areas of more conflicts between farmers, miners, prospectors, land grabbers, rural producers, drug traffickers, fish traders, hunters, and loggers, resulting in the death of indigenous people and forest defenders, and, by extension, of indigenous territories.",,,"{""questions"":[
    {""question"": ""What is the main purpose of Bill No. 490/2007?"", 
    ""bloom_level"": ""Understand"", 
    ""difficult_level"": ""Beginner"", 
    ""options"": {
        ""A"": ""To grant land rights to all indigenous peoples"", 
        ""B"": ""To turn the Temporal Framework thesis into law"", 
        ""C"": ""To abolish the Temporal Framework"", 
        ""D"": ""To grant land rights to all citizens"", 
        ""E"": ""To change the date of the Federal Constitution promulgation""
    }, 
    ""correct_answer"": [""B""], 
    ""correct_answer_letter"": ""B"", 
    ""correct_answer_text"": ""To turn the Temporal Framework thesis into law""
    },
    {""question"": ""What could be a potential consequence if the Temporal Framework criterion is maintained?"", 
    ""bloom_level"": ""Apply"", 
    ""difficult_level"": ""Intermediate"", 
    ""options"": {
        ""A"": ""The land conflict may decrease"", 
        ""B"": ""The land conflict may intensify"", 
        ""C"": ""There will be no change in the land conflict"", 
        ""D"": ""The land conflict will be resolved"", 
        ""E"": ""The land conflict will be transferred to another authority""
    }, 
    ""correct_answer"": [""B""], 
    ""correct_answer_letter"": ""B"", 
    ""correct_answer_text"": ""The land conflict may intensify""
    },
    {""question"": ""How does the demarcation of indigenous territories contribute to environmental preservation?"", 
    ""bloom_level"": ""Analyze"", 
    ""difficult_level"": ""Advanced"", 
    ""options"": {
        ""A"": ""By promoting industrialization"", 
        ""B"": ""By increasing greenhouse gas emissions"", 
        ""C"": ""By containing greenhouse gas emissions and promoting biodiversity"", 
        ""D"": ""By promoting deforestation"", 
        ""E"": ""By promoting urbanization""
    }, 
    ""correct_answer"": [""C""], 
    ""correct_answer_letter"": ""C"", 
    ""correct_answer_text"": ""By containing greenhouse gas emissions and promoting biodiversity""
    }
]}",,,18.13134789466858
5,Law,2022,"Research carried out by the Brazilian Observatory of Public Policies of the Federal University of Minas Gerais (UFMG) indicates that the homeless population increased in Brazil in 2022. From January to May this year, more than 26 thousand new people in this situation were registered in the Single Registry (CadÚnico) of the Federal Government. In the country, more than 180 thousand people are registered in CadÚnico. Available on the g1.globo website. Accessed on: July 6, 2022 (adapted).",,,"{""questions"":[
    {""question"": ""What is the Single Registry (CadÚnico) used for in Brazil?"", 
    ""bloom_level"": ""Remember"", 
    ""difficult_level"": ""Beginner"", 
    ""options"": {
        ""A"": ""To register homeless people"", 
        ""B"": ""To register university students"", 
        ""C"": ""To register government officials"", 
        ""D"": ""To register foreign visitors"", 
        ""E"": ""To register business entities""
    }, 
    ""correct_answer"": [""A""], 
    ""correct_answer_letter"": ""A"", 
    ""correct_answer_text"": ""To register homeless people""
    },
    {""question"": ""Based on the research by the Brazilian Observatory of Public Policies of the Federal University of Minas Gerais (UFMG), how many new homeless people were registered in the Single Registry (CadÚnico) from January to May 2022?"", 
    ""bloom_level"": ""Understand"", 
    ""difficult_level"": ""Intermediate"", 
    ""options"": {
        ""A"": ""Over 26 thousand"", 
        ""B"": ""Over 180 thousand"", 
        ""C"": ""Over 50 thousand"", 
        ""D"": ""Over 100 thousand"", 
        ""E"": ""Over 10 thousand""
    }, 
    ""correct_answer"": [""A""], 
    ""correct_answer_letter"": ""A"", 
    ""correct_answer_text"": ""Over 26 thousand""
    },
    {""question"": ""What can be inferred about the situation of homelessness in Brazil based on the research by the Brazilian Observatory of Public Policies of the Federal University of Minas Gerais (UFMG)?"", 
    ""bloom_level"": ""Analyze"", 
    ""difficult_level"": ""Advanced"", 
    ""options"": {
        ""A"": ""The homeless population is decreasing"", 
        ""B"": ""The homeless population is stable"", 
        ""C"": ""The homeless population is increasing"", 
        ""D"": ""The homeless population is not affected by the economic situation"", 
        ""E"": ""The homeless population is not registered in any system""
    }, 
    ""correct_answer"": [""C""], 
    ""correct_answer_letter"": ""C"", 
    ""correct_answer_text"": ""The homeless population is increasing""
    }
]}",,,23.16542911529541
6,Law,2022,"By the end of 2021, about 89.3 million people were displaced worldwide, as a result of violence, persecution, human rights violations, or other conflicts in their places of origin. This contingent of forced displacements had already reached more than 100 million people by May 2022, motivated by instabilities such as those in Afghanistan, some African countries, and the regions of Ukraine occupied by Russia, as well as other places where armed conflicts had been ongoing, such as in Syria. Available on the acnur.org website. Accessed on: June 21, 2022 (adapted). Description of the figure: The cartoon by artist Latuff depicts Syrian migrants fleeing the civil war towards Europe. On a beach, three characters watch the arrival of overcrowded boats with migrants: The first one, with his hands in his pockets, is wearing a gray suit with a dollar sign symbol on his back and says: 'I see cheap labor!'. Next to him, a lady wearing the flag of the European Union shows concern and says: 'I see a headache!'. Finally, with his back to the beach, the third person wears clothes with the colors of the US flag, bids farewell by touching the lady's shoulder, whistles, and says: 'I'll see you on my next military adventure!'.",,,"{""questions"":[
    {""question"": ""What was the estimated number of people displaced worldwide by the end of 2021?"",
    ""bloom_level"": ""Remember"",
    ""difficult_level"": ""Beginner"",
    ""options"": {""A"": ""50 million"",""B"": ""89.3 million"",""C"": ""100 million"",""D"": ""120 million"",""E"": ""150 million""},
    ""correct_answer"": [""B""],
    ""correct_answer_letter"": ""B"",
    ""correct_answer_text"": ""89.3 million""
    },
    {""question"": ""What are some of the reasons for the displacement of people worldwide?"",
    ""bloom_level"": ""Understand"",
    ""difficult_level"": ""Intermediate"",
    ""options"": {""A"": ""Natural disasters"",""B"": ""Economic instability"",""C"": ""Violence, persecution, human rights violations, and conflicts"",""D"": ""Lack of employment opportunities"",""E"": ""Climate change""},
    ""correct_answer"": [""C""],
    ""correct_answer_letter"": ""C"",
    ""correct_answer_text"": ""Violence, persecution, human rights violations, and conflicts""
    },
    {""question"": ""What does the character wearing a gray suit with a dollar sign symbol on his back represent in the cartoon by artist Latuff?"",
    ""bloom_level"": ""Analyze"",
    ""difficult_level"": ""Advanced"",
    ""options"": {""A"": ""The economic exploitation of migrants"",""B"": ""The wealth of the European Union"",""C"": ""The financial support provided by the United States"",""D"": ""The economic stability of Syria"",""E"": ""The financial burden of hosting refugees""},
    ""correct_answer"": [""A""],
    ""correct_answer_letter"": ""A"",
    ""correct_answer_text"": ""The economic exploitation of migrants""
    },
    {""question"": ""What is the implied message of the character wearing the colors of the US flag in the cartoon?"",
    ""bloom_level"": ""Evaluate"",
    ""difficult_level"": ""Advanced"",
    ""options"": {""A"": ""The US is indifferent to the refugee crisis"",""B"": ""The US is planning another military intervention"",""C"": ""The US is supportive of the European Union's handling of the crisis"",""D"": ""The US is withdrawing its troops from conflict zones"",""E"": ""The US is welcoming refugees with open arms""},
    ""correct_answer"": [""B""],
    ""correct_answer_letter"": ""B"",
    ""correct_answer_text"": ""The US is planning another military intervention""
    },
    {""question"": ""If you were to create a similar cartoon, which other global issue could you depict using similar symbolism?"",
    ""bloom_level"": ""Create"",
    ""difficult_level"": ""Advanced"",
    ""options"": {""A"": ""Climate change"",""B"": ""Economic inequality"",""C"": ""Racial discrimination"",""D"": ""Gender inequality"",""E"": ""All of the above""},
    ""correct_answer"": [""E""],
    ""correct_answer_letter"": ""E"",
    ""correct_answer_text"": ""All of the above""
    }
]}",,,22.64424777030945
