area,year,context,question,options,correct_answer,bloom_level,difficult_level,relevance,adherence,answerability,correctness,feedback,rouge,bleu,system_answer,steps_answer,model
"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2023,"## Things We Carry on the Sea
We carry tears in our eyes: good-bye father, good-bye mother
We carry soil in small bags: may home never fade in our hearts
We carry carnage of mining, droughts, floods, genocides
We carry dust of our families and neighbors incinerated in mushroom clouds
We carry our islands sinking under the sea
We carry our hands, feet, bones, hearts and best minds for a new life
We carry diplomas: medicine, engineer, nurse, education, math, poetry, even if they mean nothing to the other shore
We carry railroads, plantations, laundromats, bodegas, taco trucks, farms, factories, nursing homes, hospitals, schools, temples... built on [our ancestors’ backs
We carry old homes along the spine, new dreams in our chestsWe carry yesterday, today and tomorrowWe’re orphans of the wars forced upon us
We’re refugees of the sea rising from industrial wastes And we carry our mother tongues
[...]
As we drift... in our rubber boats... from shore... to shore... to shore... []",What is mentioned as being built on our ancestors' backs?,"{'A': 'Factories', 'B': 'Schools', 'C': 'Plantations', 'D': 'Hospitals', 'E': 'Tacos'}",{'C': 'Plantations'},Evaluate,Intermediate,5,4,5,0,"The question is highly relevant to the context provided about the things carried on the sea and the mention of what is built on ancestors' backs. The bloom taxonomy level and difficulty seem appropriate for an intermediate level. The question provides clear information for the test taker to arrive at the correct answer. However, the correctness score is 0 as the correct answer option is not specified in the question.","Score(precision=0.5, recall=0.030303030303030304, fmeasure=0.05714285714285715)",1.3069437033006607e-161,{C: Plantations},The text explicitly mentions 'plantations' as being built on our ancestors' backs.,gpt-3.5-turbo
"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2023,"## Things We Carry on the Sea
We carry tears in our eyes: good-bye father, good-bye mother
We carry soil in small bags: may home never fade in our hearts
We carry carnage of mining, droughts, floods, genocides
We carry dust of our families and neighbors incinerated in mushroom clouds
We carry our islands sinking under the sea
We carry our hands, feet, bones, hearts and best minds for a new life
We carry diplomas: medicine, engineer, nurse, education, math, poetry, even if they mean nothing to the other shore
We carry railroads, plantations, laundromats, bodegas, taco trucks, farms, factories, nursing homes, hospitals, schools, temples... built on [our ancestors’ backs
We carry old homes along the spine, new dreams in our chestsWe carry yesterday, today and tomorrowWe’re orphans of the wars forced upon us
We’re refugees of the sea rising from industrial wastes And we carry our mother tongues
[...]
As we drift... in our rubber boats... from shore... to shore... to shore... []",What are refugees due to the wars imposed on them?,"{'A': 'Orphans', 'B': 'Refugees', 'C': 'Immigrants', 'D': 'Prisoners', 'E': 'Explorers'}",{'A': 'Orphans'},Create,Advanced,5,4,5,1,The question is highly relevant to the context provided about refugees and the impact of wars on them. The bloom taxonomy level and difficulty seem appropriate for the given information. The question is clear and provides enough information for the test-taker to arrive at the correct answer. The correct answer 'B: Refugees' aligns with the context provided.,"Score(precision=0.3, recall=0.01818181818181818, fmeasure=0.03428571428571428)",1.7659425342238531e-161,{B: Refugees},The passage mentions that 'We're refugees of the sea rising from industrial wastes' which indicates that refugees are due to the wars imposed on them.,gpt-3.5-turbo
"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2023,"(excerpt)
Spanglish
Tato Laviera
well I'm creating Spanglish
bi-cultural systems
scientific lexicographical
inter-textual integrations
two expressions
existentially wired
two dominant languages
continentally embracing
to colloquial combat
spanglish empire emerges
on bilingual territory
mexican novels
mixing with radiorocknroll
immigrant/migrant
nasal mispronunciations
hip-hop, street salsa, spanish pop
standard english classroom
with computer technicalities
spanglish is literally perfect []","What is the term used to describe the mixture of Spanish and English, as exemplified in the text?","{'A': 'Franglês', 'B': 'Spanglish', 'C': 'Italiengo', 'D': 'Portunhol', 'E': 'Espanglês'}",{'B': 'Spanglish'},Remember,Beginner,5,4,5,0,"The question is highly relevant to the context provided about Spanglish. The bloom taxonomy level and difficulty seem appropriate for a beginner level. The question provides clear information to arrive at the correct answer. However, the correctness score is 0 as the correct answer should be 'B: Spanglish', not 'A: Franglês'.","Score(precision=0.16666666666666666, recall=0.05, fmeasure=0.07692307692307691)",1.2738074657895048e-232,{B: Spanglish},"The term used to describe the mixture of Spanish and English, as exemplified in the text, is Spanglish.",gpt-3.5-turbo
"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2023,"(excerpt)
Spanglish
Tato Laviera
well I'm creating Spanglish
bi-cultural systems
scientific lexicographical
inter-textual integrations
two expressions
existentially wired
two dominant languages
continentally embracing
in colloquial combat
spanglish empire emerges
on bilingual territory
mexican novels
mixing with radiorocknroll
immigrant/migrant
nasal mispronunciations
hip-hop, street salsa, spanish pop
standard english classroom
with computer technicalities
spanglish is literally perfect []",What emerges as 'empire' in the context of the text?,"{'A': 'Two dominant languages', 'B': 'Bi-cultural systems', 'C': 'Spanglish', 'D': 'Mexican novels', 'E': 'Radiorocknroll'}",{'C': 'Spanglish'},Understand,Intermediate,5,4,5,0,"The question is highly relevant to the context provided about Spanglish and the emergence of an 'empire'. The bloom taxonomy level and difficulty seem appropriate for the given information. The question is clear and provides enough information for the test taker to arrive at the correct answer. However, the correctness score is 0 as the correct answer is not provided in the options. The correct answer should be added as a possible option.","Score(precision=0.1, recall=0.016666666666666666, fmeasure=0.028571428571428574)",1.2246477973700096e-233,{C: Spanglish},"In the context of the text, 'empire' emerges as 'Spanglish' as it is described as an 'empire' in the line 'spanglish empire emerges'.",gpt-3.5-turbo
"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2023,"## Rui Barbosa
Master and companion, I said we were going to say goodbye. But I said it wrong. Death does not extinguish: it transforms; it does not annihilate: it renews; it does not divorce: it brings closer. One day you supposed the consort of your dreams and agonies, who had managed to 'put a whole world in the corner' of your nest, 'dead and separated'; and yet, she was never more present to you, in the depths of yourself and in the expression of your song, in the depths of your being and in the face of your actions. These fourteen inimitable verses, in which the rapture of your disciples summarizes the value of a whole literature, were the golden alliance of your second engagement, a ring of other nuptials, for the new life of your rebirth and glorification, with the partner without blemish of your years of youth and maturity, of the flowering and fruition of your soul. For the chosen ones of the world of ideas, misery lies in decadence, not in death. The nobility of one preserves us from the ruins of the other. When they cross that passage from the invisible, which leads them to the region of truth without mixture, then we begin to feel the beginning of their kingdom, the kingdom of the dead over the living. []",What is the central theme of the text about Rui Barbosa?,"{'A': 'Death extinguishes and annihilates everything.', 'B': 'Death transforms and renews, bringing loved ones closer.', 'C': 'Death separates loved ones forever.', 'D': 'Death is the end of everything, without any meaning.', 'E': 'Death is a mystery with no answers.'}","{'B': 'Death transforms and renews, bringing loved ones closer.'}",Remember,Beginner,5,4,5,1,"The question is highly relevant to the context provided about Rui Barbosa. The central theme of the text is clearly addressed in the question stem and the options provided. The bloom taxonomy level and difficulty seem appropriate for a beginner level. Slight improvement could be made in aligning the bloom level more precisely. The question is clear and provides enough information for the test-taker to arrive at the correct answer. The correct option 'B' accurately reflects the central theme of the text. Overall, a well-constructed question.","Score(precision=0.2727272727272727, recall=0.013452914798206279, fmeasure=0.025641025641025644)",2.3165266637848078e-163,"{B: Death transforms and renews, bringing loved ones closer.}","The text mentions that death does not extinguish but transforms, it does not annihilate but renews, and it does not divorce but brings closer. This indicates that the central theme of the text about Rui Barbosa is about how death transforms and renews relationships, bringing loved ones closer.",gpt-3.5-turbo
"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2023,"## Rui Barbosa
Master and companion, I said we were going to say goodbye. But I said it wrong. Death does not extinguish: it transforms; it does not annihilate: it renews; it does not divorce: it brings closer. One day you supposed the consort of your dreams and agonies, who had managed to 'put a whole world in the corner' of your nest, 'dead and separated'; and yet, she was never more present to you, in the depths of yourself and in the expression of your song, in the core of your being and in the face of your actions. Those fourteen inimitable verses, in which the rapture of your disciples summarizes the value of an entire literature, were the golden alliance of your second engagement, a ring of other nuptials, for the new life of your rebirth and glorification, with the partner without blemish of your years of youth and maturity, of the flowering and fruition of your soul. For the chosen ones of the world of ideas, misery lies in decadence, not in death. The nobility of one preserves us from the ruins of the other. When they cross that passage from the invisible, which leads them to the region of unadulterated truth, then we begin to feel the beginning of their kingdom, the kingdom of the dead over the living. []",What does Rui Barbosa state about nobility and misery in the text?,"{'A': 'Nobility is in death and misery is in decadence.', 'B': 'Nobility preserves from decadence and misery is in death.', 'C': 'Nobility and misery are irrelevant concepts.', 'D': 'Nobility and misery are synonymous.', 'E': 'Nobility and misery are unrelated opposites.'}",{'B': 'Nobility preserves from decadence and misery is in death.'},Understand,Intermediate,5,4,5,1,"The question is highly relevant to the context provided about Rui Barbosa's perspective on nobility and misery. The bloom taxonomy level 'Understand' and the difficulty level 'Intermediate' align well with the question and the text complexity. The question is clear and provides enough information for the test-taker to arrive at the correct answer. The correct answer option is accurate, making this a high-quality multiple-choice question.","Score(precision=0.5, recall=0.02702702702702703, fmeasure=0.05128205128205129)",1.8707807033221817e-162,{B: Nobility preserves from decadence and misery is in death.},"In the text, Rui Barbosa states that nobility preserves us from the ruins of decadence, implying that nobility is a positive force. On the other hand, he mentions that misery lies in decadence, not in death, suggesting that misery is associated with decadence rather than death. Therefore, the correct statement is that nobility preserves from decadence and misery is in death, which aligns with Rui Barbosa's perspective.",gpt-3.5-turbo
"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2023,"## Rui Barbosa
Master and companion, I said we were going to say goodbye. But I said it wrong. Death does not extinguish: it transforms; it does not annihilate: it renews; it does not divorce: it brings closer. One day you supposed the consort of your dreams and agonies, who had managed to 'put a whole world in the corner' of your nest, to be 'dead and separated', and yet she was never more present to you, in the depths of yourself and in the expression of your song, in the core of your being and in the face of your actions. These fourteen inimitable verses, in which the rapture of your disciples summarizes the value of a whole literature, were the golden alliance of your second engagement, a ring of other nuptials, for the new life of your rebirth and glorification, with the partner without blemish of your years of youth and maturity, of the flowering and fruition of your soul. For the chosen ones of the world of ideas, misery lies in decadence, not in death. The nobility of one preserves us from the ruins of the other. When they cross that passage from the invisible, which leads them to the region of unadulterated truth, then we begin to feel the beginning of their kingdom, the kingdom of the dead over the living. []",What is the main message conveyed by the text regarding death?,"{'A': 'Death is the absolute end, without any meaning.', 'B': 'Death is a rebirth to a new life and glorification.', 'C': 'Death is a mystery with no possible answers.', 'D': 'Death is the definitive and painful separation.', 'E': 'Death is an unimportant theme in literature.'}",{'B': 'Death is a rebirth to a new life and glorification.'},Evaluate,Advanced,5,4,5,1,The question is highly relevant to the context provided about Rui Barbosa's perspective on death. The bloom taxonomy level and difficulty seem appropriate for the given text. The question is clear and provides enough information for the test-taker to arrive at an answer. The correct option is accurately reflected as 'Death is a rebirth to a new life and glorification.',"Score(precision=0.2727272727272727, recall=0.013392857142857142, fmeasure=0.02553191489361702)",3.8630879505965687e-240,{B: Death is a rebirth to a new life and glorification.},"The text conveys the message that death is not the end but a transformation, renewal, and a bringing closer. It talks about how death does not separate but rather brings the deceased closer to the living in a new life and glorification.",gpt-3.5-turbo
"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2023,"## Open letter to the Brazilian population
Dear Citizens,
The aging population is a worldwide phenomenon. Unfortunately, our country is not yet prepared to meet the demands of this population.
This is the picture of public health in Brazil, which, despite undeniable advances, presents a scenario of deficiencies and lack of integration at all levels of health care: primary (poor care in basic health units), secondary (lack of reference centers with specialist care) and tertiary (hospital care focused on the disease in the elderly), that is, there is no, in practice, a health care network for the elderly.
Faced with this scenario, the Brazilian Society of Geriatrics and Gerontology (SBGG) publicly expresses its concerns about the present and future of the elderly in Brazil. Health must be guaranteed as a universal right.
We hope that both our current and future leaders and legislators reflect on the need to invest in health and quality of life associated with aging. Dignity for the health of the elderly!
Rio de Janeiro, September 15, 2014. []",What is the main phenomenon addressed in the open letter to the Brazilian population?,"{'A': 'Aging population', 'B': 'Child development', 'C': 'Financial education', 'D': 'International migration', 'E': 'Natural disasters'}",{'A': 'Aging population'},Remember,Beginner,5,3,5,0,"The question is highly relevant to the context provided in the open letter to the Brazilian population. The bloom taxonomy level and difficulty seem appropriate for a beginner level. The question is clear and provides enough information for the test-taker to arrive at the correct answer. However, the correctness score is 0 as the correct option is not specified in the question stem.","Score(precision=0.42857142857142855, recall=0.03529411764705882, fmeasure=0.06521739130434782)",3.0150028591967618e-06,{A: Aging population},"The main phenomenon addressed in the open letter to the Brazilian population is the aging population, as mentioned in the text provided.",gpt-3.5-turbo
"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2023,"## Open letter to the Brazilian population
Dear Citizens,
The aging population is a worldwide phenomenon. Unfortunately, our country is not yet prepared to meet the demands of this population.
This is the picture of public health in Brazil, which, despite undeniable advances, presents a scenario of deficiencies and lack of integration at all levels of health care: primary (poor care in basic health units), secondary (lack of reference centers with specialist care) and tertiary (hospital care focused on the disease in the elderly), that is, there is no, in practice, a health care network for the elderly.
Faced with this scenario, the Brazilian Society of Geriatrics and Gerontology (SBGG) publicly expresses its concerns about the present and future of the elderly in Brazil. Health must be guaranteed as a universal right.
We hope that both our current and future leaders and legislators reflect on the need to invest in health and quality of life associated with aging. Dignity for the health of the elderly!
Rio de Janeiro, September 15, 2014. []",What does the Brazilian Society of Geriatrics and Gerontology express in the open letter?,"{'A': 'Concerns about the health of young people', 'B': 'Need to invest in technology', 'C': 'Reflection on the aging population', 'D': 'Promotion of sports events', 'E': 'Creation of new taxes'}",{'C': 'Reflection on the aging population'},Understand,Intermediate,5,4,5,0,"The question is highly relevant to the context provided about the open letter to the Brazilian population regarding the aging population and healthcare. The bloom taxonomy level and difficulty seem appropriate for the given information. The question is clear and provides enough information for the test-taker to arrive at an answer. However, the correctness score is 0 as the correct option is not specified in the question stem.","Score(precision=0.7142857142857143, recall=0.058823529411764705, fmeasure=0.10869565217391305)",6.0063117210473195e-06,{C: Reflection on the aging population},"The Brazilian Society of Geriatrics and Gerontology expresses concerns about the present and future of the elderly in Brazil, emphasizing the need for reflection on the aging population in the open letter.",gpt-3.5-turbo
"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2023,"## Open letter to the Brazilian population
Dear Citizens,
The aging population is a worldwide phenomenon. Unfortunately, our country is not yet prepared to meet the demands of this population.
This is the picture of public health in Brazil, which, despite undeniable advances, presents a scenario of deficiencies and lack of integration at all levels of health care: primary (poor care in basic health units), secondary (lack of reference centers with specialist care) and tertiary (hospital care focused on the disease in the elderly), in other words, there is no, in practice, a network of health care for the elderly.
Faced with this scenario, the Brazilian Society of Geriatrics and Gerontology (SBGG) publicly expresses its concerns about the present and future of the elderly in Brazil. It is necessary to ensure health as a universal right.
We hope that both our current and future leaders and legislators reflect on the need to invest in health and quality of life associated with aging. Dignity for the health of the elderly!
Rio de Janeiro, September 15, 2014. []",What is the main deficiency pointed out in the scenario of public health in Brazil?,"{'A': 'Lack of integration in elderly health care', 'B': 'Excessive investment in public health', 'C': 'Abundance of reference centers for the elderly', 'D': 'Efficient care in basic health units', 'E': 'Complete network of health care for the elderly'}",{'A': 'Lack of integration in elderly health care'},Apply,Advanced,5,4,5,0,"The question is highly relevant to the context provided in the passage about the deficiencies in public health care for the elderly in Brazil. The bloom taxonomy level and difficulty level seem appropriate as the question requires understanding and analysis of the information given. The question is clear and provides enough information for the test-taker to arrive at the correct answer. However, the correctness score is 0 as the correct option is not specified in the question stem.","Score(precision=0.6, recall=0.05172413793103448, fmeasure=0.09523809523809525)",5.225074974425366e-06,{A: Lack of integration in elderly health care},"The main deficiency pointed out in the scenario of public health in Brazil is the lack of integration at all levels of health care for the elderly, including primary, secondary, and tertiary care.",gpt-3.5-turbo
