id;year;context;question;options;correct_answer;area
2;2022;"TEXTO 1
Dados do levantamento feito pelo TransgenderEurope (TGEU) mostram que o Brasil permaneceu pelo 13o ano consecutivo como o país que mais mata pessoas transgêneros.
Descrição do Mapa: Título: Mortes de Transgêneros – por países de 2008 a 2021 – Números absolutos:
• Maior que 1000: Brasil. • 501 a 1000: México. • 251 a 500: EUA. • 101 a 250: Argentina, Venezuela, Colômbia, Índia. • 51 a 100: Turquia.
• 2 a 50: Canadá, Rússia, China, Arábia Saudita, Austrália e parte da Europa.
TEXTO 2
De acordo com dados do Sistema de Informação de Agravos de Notificação (Sinan), do Ministério da Saúde, houve um crescimento bruto de 5% nas violências contra homossexuais e 37,1% nas violências contra bissexuais, passando de 4 855 registros em 2018 para 5 330 em 2019. No gráfico a seguir são apresentados os dados percentuais de casos notificados em 2019, de acordo com a orientação sexual das vítimas de violência.
Descrição do Gráfico: TÍtulo: Brasil: Perfil de Pessoas Homossexuais e Bissexuais Vítimas de Violência, por orientação Sexual, por Faixa etária (2019):
• 10 a 14 anos: Heterossexuais (9%), Homossexuais (6%), Bissexuais (8%). • 15 a 19 anos: Heterossexuais (14%), Homossexuais (16%), Bissexuais (27%). • 35 a 39 anos: Heterossexuais (11%), Homossexuais (9%), Bissexuais (7%). • 40 a 44 anos: Heterossexuais (9%), Homossexuais (7%), Bissexuais (4%). • 60 a 64 anos: Heterossexuais (3%), Homossexuais (2%), Bissexuais (1%).";"Considerando as informações apresentadas no mapa e no gráfico, bem como a situação social dos grupos LGBTQIAPN+, avalie as afirmações a seguir, indicando quais são as corretas.
Os discursos e as práticas contra a diversidade sexual e de gênero são incompatíveis com as premissas éticas e dos direitos humanos que regem as sociedades democráticas. 
A violência contra os grupos LGBTQIAPN+ é histórica, simbólica, psicológica e física, ocorrendo em razão de estereótipos e estigmas vigentes na sociedade e por meio de repressões e abusos. 
A partir dos 40 anos de idade, há uma maior incidência de violência sobre pessoas heterossexuais em relação aos outros grupos, o que indica que a vulnerabilidade independe da orientação sexual. 
O Brasil é o país onde se identifica o maior número de mortes de pessoas trans entre os países analisados, situação que revela a necessidade de uma política pública mais assertiva de combate aos crimes cometidos contra os grupos LGBTQIAPN+. 
É correto apenas o que se afirma em";"{'A': 'I e III', 'B': 'I e IV’, 'C': 'II e III', 'D': 'I, II e IV', 'E': 'II, III e IV'}
";"{'D': 'I, II e IV’}
";Administração
3;2022;"Em 2019, a violência armada foi três vezes maior para a população negra, em comparação com a não negra, tanto para a população geral quanto para o grupo jovem (entre 15 e 29 anos de idade). Quanto à taxa de mortalidade por 100 mil habitantes no grupo de pessoas com até 14 anos de idade, destaca-se, da mesma forma, a desigualdade na vitimização de crianças e adolescentes negros por agressão com arma de fogo, com taxa 3,6 vezes maior do que a de não negros em 2019.
Fonte do Texto: INSTITUTO SOU DA PAZ. Violência armada e racismo: o papel da arma de fogo na desigualdade racial. 2021.";"Considerando as informações apresentadas, avalie as asserções a seguir e a relação proposta entre elas.
I. O fator racial é um importante condicionante na análise de dados relativos a homicídios e violência no Brasil na população de adolescentes e jovens.
PORQUE 
II. A população negra sofre mais violência do que a população não negra, em razão do racismo estrutural existente no país, além de outras vulnerabilidades sociais associadas a essa forma de preconceito.
A respeito dessas asserções, assinale a opção correta.
";"{'A': ‘As asserções I e II são proposições verdadeiras, e a II é uma justificativa correta da I.', 'B': 'As asserções I e II são proposições verdadeiras, mas a II não é uma justificativa correta da I.’, 'C': 'A asserção I é uma proposição verdadeira, e a II é uma proposição falsa.', 'D': 'A asserção I é uma proposição falsa, e a II é uma proposição verdadeira.', 'E': 'As asserções I e II são proposições falsas.'}
";{'A': ‘As asserções I e II são proposições verdadeiras, e a II é uma justificativa correta da I.'};Administração
4;2022;"TEXTO 1
Além de tramitar no Judiciário um processo a respeito do Marco Temporal, há também, na Câmara dos Deputados, um projeto em que se tenta transformar a tese do Marco Temporal em lei. Trata-se do Projeto de Lei n. 490/2007, que determina que devem ter direito às terras consideradas ancestrais somente os povos que as estivessem ocupando no dia da promulgação da Constituição Federal, em 5 de outubro de 1988.
Disponível no site do g1.globo. Acesso em: 21 jun. 2022 (adaptado).
TEXTO 2
O assassinato do indigenista Bruno Pereira e do jornalista Dom Phillips expôs ao mundo a importância da demarcação dos territórios indígenas, assegurada pela Constituição Federal de 1988. Os territórios indígenas, além de preservarem identidades, modos de vida, tradições e culturas desses povos, também são fundamentais para a preservação ambiental. Eles contribuem para conter as emissões de gases de efeito estufa, promover a biodiversidade e potencializar sistemas.
Se mantido o critério do Marco Temporal, a guerra fundiária poderá ser intensificada. Os territórios se tornarão zonas de mais conflitos entre fazendeiros, mineradores, garimpeiros, grileiros, produtores rurais, narcotraficantes, comerciantes de peixes, caçadores e madeireiros, o que resultará na morte de indígenas e de defensores da floresta e, por extensão, dos territórios indígenas.";"Com base nos textos apresentados, avalie as afirmações a seguir, indicando quais são as corretas.
Os territórios indígenas, com a regulamentação do Marco Temporal, ficarão formalmente protegidos de invasões, e os povos originários poderão manter suas tradições culturais. 
As ações de grupos de garimpeiros, de pescadores ilegais, de desmatadores e de alguns setores das atividades agropecuárias vêm confrontando os povos originários em disputas territoriais. 
O aumento da criminalidade nos territórios indígenas está associado aos interesses econômicos de exploração insustentável do meio ambiente, como os relacionados aos garimpos ilegais e ao desmatamento de florestas. 
A existência dos movimentos sociais indígenas é essencial para a luta por direitos sociais, culturais e de acesso à terra pelos povos originários, assim como para a preservação do meio ambiente e do modo de vida dos indígenas. 
O Estado brasileiro está impedido de intervir nas demarcações de territórios indígenas, em respeito à autonomia, à autogestão e à livre determinação dos povos originários, segundo a Constituição Federal de 1988. 
É correto apenas o que se afirma em";"{'A': 'I e V', 'B': 'I, III e V’, 'C': 'II, III e IV', 'D': 'II, IV e V', 'E': 'I, II, III e IV'}
";{'C': 'II, III e IV'};Administração
5;2022;"Pesquisa realizada pelo Observatório Brasileiro de Políticas Públicas da Universidade Federal de Minas Gerais (UFMG) aponta que a população em situação de rua aumentou no Brasil em 2022. De janeiro a maio deste ano, mais de 26 mil novas pessoas nessa situação foram registradas no Cadastro Único (CadÚnico) do Governo Federal. No país, mais de 180 mil pessoas estão registradas no CadÚnico.
Disponível no site do g1.globo. Acesso em: 6 jul. 2022 (adaptado).";"Considerando as informações apresentadas, avalie as asserções a seguir e a relação proposta entre elas.
I. A existência de pessoas em situação de rua no Brasil deriva, sobretudo, das desigualdades sociais oriundas da pandemia de Covid-19.
PORQUE
II. Um dos efeitos da pandemia de Covid-19 foi a ampliação do número de pessoas em situação de rua no Brasil, o que evidencia a segregação socioespacial das cidades brasileiras.
A respeito dessas asserções, assinale a opção correta.";"{'A': 'As asserções I e II são proposições verdadeiras, e a II é uma justificativa correta da I.', 'B': 'As asserções I e II são proposições verdadeiras, mas a II não é uma justificativa correta da I.’, 'C': 'A asserção I é uma proposição verdadeira, e a II é uma proposição falsa.', 'D': 'A asserção I é uma proposição falsa, e a II é uma proposição verdadeira.', 'E': 'As asserções I e II são proposições falsas.'}
";{'D': 'A asserção I é uma proposição falsa, e a II é uma proposição verdadeira.'};Administração
6;2022;"Ao final de 2021, cerca de 89,3 milhões de pessoas estavam deslocadas em todo o mundo, em decorrência de violência, perseguições, violações dos direitos humanos ou outros conflitos em seus locais de origem. Esse contingente de deslocamentos forçados já alcançava mais de 100 milhões de pessoas em maio de 2022, sendo motivados por instabilidades como as ocorridas no Afeganistão, em alguns países africanos e nas regiões da Ucrânia ocupadas pela Rússia, além de outros locais onde já perduravam confrontos armados, como, por exemplo, na Síria.
Disponível no site do acnur.org. Acesso em: 21 jun. 2022 (adaptado).
Descrição da figura:
A charge do artista Latuff retrata migrantes sírios fugindo da guerra civil em direção à Europa. Em uma praia, três personagens assistem à chegada de barcos superlotados com migrantes:
O primeiro, com as mãos nos bolsos, está de terno cinza com o símbolo de cifrão estampado em suas costas e diz: “Eu vejo mão de obra barata!”.
Ao seu lado, uma senhora vestindo a bandeira da União Europeia demonstra preocupação e fala: “Eu vejo dor de cabeça!”. 
Por último, já de costas para a praia, o terceiro veste roupas com as cores da bandeira dos EUA, se despede tocando no ombro da senhora, assovia e diz: “Eu vejo você na minha próxima aventura militar!”.";"Com relação às atuais migrações internacionais forçadas, assinale a opção correta.
";{'A': 'Os interesses em relação ao tipo de tratamento dispensado aos imigrantes no mundo independem de seus países de origem.', 'B': 'A xenofobia, que consiste no preconceito contra estrangeiros, deve-se à falta de normas internacionais para o tratamento de situações de imigração.’, 'C': 'Os refugiados são migrantes de países subdesenvolvidos que se deslocam para países centrais do capitalismo global a fim de servir de mão de obra barata.', 'D': 'As migrações internacionais forçadas surgem da globalização econômica, cujos processos são responsáveis pelo aumento do número de refugiados no mundo.', 'E': 'A condição de migrante internacional forçado diferencia-se da condição geral de imigrante na medida em que se refere ao deslocamento motivado por fatores involuntários, que fogem ao controle do migrante e de sua família.'};{''E': 'A condição de migrante internacional forçado diferencia-se da condição geral de imigrante na medida em que se refere ao deslocamento motivado por fatores involuntários, que fogem ao controle do migrante e de sua família.'};Administração
7;2022;"TEXTO 1
Descrição do Gráfico:
Título: América Latina, Caribe (21 países): Feminicídio ou femicídio (2021) (em números absolutos e taxas por 100 mil mulheres)
São apresentados os seguintes dados: Países - Número Absoluto de Mortes - Mortes a cada 100 mil mulheres (aproximadamente)
Honduras - 227 - 4,8
SantaLúcia-4-4,5
 Trinidad e Tobago - 22 - 3,1
República Dominicana - 132 - 2,4
ElSalvador-73-2,3
Bolívia-113-2
Brasil - 1738 - 1,8
Panamá-31-1,5
México-948-1,6
Guatemala - 119 - 1,2
Uruguai-19-1,1
Argentina - 251 - 1,1
Paraguai-36-1
Equador-79-0,9
Peru-148-0,9

TEXTO 2
Resultados de pesquisa da Comissão Econômica para a América Latina e o Caribe (CEPAL), vinculada à Organização das Nações Unidas (ONU), apontam que, além do feminicídio íntimo, aquele perpetrado por parceiros ou ex-parceiros da vítima, e do feminicídio sexual sistêmico, em que a vítima é sequestrada e estuprada, há o feminicídio lesbofóbico ou bifóbico, configurado quando a vítima é bissexual ou lésbica e é assassinada porque o agressor entende que deve puni-la por sua orientação sexual.
Disponível no site da ebc. Acesso em: 22 ago. 2022.";"A partir do gráfico e das informações do texto, assinale a opção correta.
";{'A': 'O gráfico apresentado ranqueia os países a partir de um cálculo de proporção e, nessa perspectiva, Santa Lúcia apresenta uma das taxas mais baixas de feminicídio na região.', 'B': 'As políticas públicas voltadas às mulheres partem do pressuposto de que elas devem ser as principais responsáveis por sua própria segurança, evitando comportamentos de risco.’, 'C': 'Os países da América Latina que apresentam as maiores taxas de ocorrência de feminicídios a cada 100 mil mulheres, de acordo com o gráfico apresentado, são Brasil, México e Argentina.', 'D': 'As formas de violência que afetam as mulheres são determinadas não somente pela condição sexual e de gênero, mas também por diferenças econômicas, etárias, raciais, culturais e religiosas.', 'E': 'O número relativo a cada 100 mil mulheres vítimas de feminicídio no Brasil explica a posição elevada do país no ranking, diferentemente de Honduras, que registra, relativamente, menos ocorrências que o Brasil.'};{'D': 'As formas de violência que afetam as mulheres são determinadas não somente pela condição sexual e de gênero, mas também por diferenças econômicas, etárias, raciais, culturais e religiosas.'};Administração
8;2022;"Descrição da imagem:
Foto de Charles Humpres mostrando grafite de Eduardo Kobra. A arte ocupa o espaço lateral de dois andares de um prédio, sendo caracterizada pelo uso intenso de contrastes e cores que retrata um homem sentado ao chão, cabeça baixa, descalço, com dois pratos vazios ao seu lado e segurando um cartaz escrito “Welcome to real Brazil”.
nicialmente, a natureza transgressora do grafite foi encarada pelo Estado como vandalismo no espaço público e como um perigo para a conservação da propriedade privada, devendo-se, portanto, combatê-lo. Com o tempo, contudo, essa concepção marginal transformou-se, incidindo em uma valorização aceitável pelo Estado e positiva para a sociedade. Essa transição do grafite, de arte marginal para manifestação artística reconhecida e aceita, tem revelado aspectos importantes não somente para os profissionais do grafite, mas para a sociedade como um todo, pois incorpora a possibilidade de ele ser um produto artístico de valor cultural, econômico e ideológico.
Fonte do Texto: PIRES, E. M.; SANTOS, F. A. A cidade de São Paulo e suas dinâmicas: graffiti, Lei Cidade Limpa e publicidade urbana. Anais do Museu Paulista: História e Cultura Material. v. 26, São Paulo, 2018 (adaptado).";"Considerando-se o texto e a imagem apresentados, é correto afirmar que o grafite consiste em uma
";{'A': 'expressão popular associada à contestação e, por isso, não é reconhecido como arte.', 'B': 'expressão convencional de hierarquias consolidadas ao longo do tempo e ainda presentes na sociedade.’, 'C': 'expressão cultural que problematiza os valores e as relações da sociedade com os espaços onde é produzida.', 'D': 'intervenção urbana que traz prejuízos para a sociedade porque gera conflitos latentes entre diferentes classes sociais.', 'E': 'intervenção estética realizada com o propósito de embelezamento padronizado dos espaços urbanos pelo uso de cores intensas e contrastantes.'};{'C': 'expressão cultural que problematiza os valores e as relações da sociedade com os espaços onde é produzida.'};Administração
9;2022;"A Rádio Nacional é responsável pela existência, a partir dos anos 1940 e 1950, de grandes torcidas de clubes do Rio de Janeiro em todos os estados brasileiros. Nas mais longínquas localidades da pátria, milhões de brasileiros sintonizavam a PRE-8 e, como disse Rubem Braga, aprendiam, por meio de suas novelas, programas de auditório, musicais e noticiários, a falar a língua da Rádio Nacional. Era uma emissora carioca, e foi isto, em matéria de futebol, o que ela ensinou ao brasileiro: torcer pelos clubes do Rio de Janeiro.
Fonte do Texto: AGUIAR. Almanaque da rádio Nacional. 2007 (adaptado).";"Considerando o texto, avalie as afirmações a seguir.
A história do rádio no Brasil foi caracterizada por transmissões a partir dos centros urbanos, carregadas de sotaque e contextos sociais distantes daqueles vividos por grande parte do público que as ondas sonoras conseguiam alcançar. 
O jornalismo esportivo se desenvolveu de forma nacional no início das transmissões de rádio no Brasil, privilegiando a cobertura das competições nacionais entre times de diversos estados e regiões. 
A difusão radiofônica, em meados do século XX, era pautada pela adequação à diversidade linguística e cultural do público, pois as emissoras transmitiam para todo o território brasileiro. 
É correto o que se afirma em
";{'A': 'I, apenas.', 'B': 'III, apenas.', 'C': 'I e II, apenas.', 'D': 'II e III, apenas.', 'E': 'I, II e III.'};{'A': 'I, apenas.'};Jornalismo
10;2022;"Segundo os parâmetros internacionais aprovados pela Unesco em 2005, ações concretas de diversidade na mídia buscam representar a heterogeneidade humana contida no pensamento, na cultura e na fala de grupos sociais historicamente silenciados, como mulheres, pessoas negras, pessoas com deficiência, imigrantes, maiores de cinquenta anos e LGBTQIAPN+. No caso específico do jornalismo, ela pode incidir nas escolhas de outras pautas investigadas, fontes consultadas, formas de apuração, bem como em novas estratégias de apresentação e socialização de informações que sejam condizentes com as realidades vivenciadas por aquelas populações.
Disponível no site do Observatório da Imprensa. Acesso em: 27 jun. 2022 (adaptado).";"Considerando o texto, avalie as afirmações a seguir.
Os diferentes sistemas que definem hierarquicamente o lugar das pessoas na sociedade, de forma interseccional, silenciam as que acumulam características inferiorizadas socialmente, deixando-as de fora ou à margem das pautas e do conteúdo produzido pela grande mídia. 
O preconceito e a discriminação são percebidos pela falta de representatividade ou sub-representação de determinados grupos nas redações e na comunicação corporativa, reproduzindo a desigualdade social nas organizações, com reflexo na produção jornalística. 
As ações para democratizar a comunicação e dar voz à diversidade social e cultural de um povo passam pelo incentivo à cobertura de temas próximos da realidade das pessoas, da busca por fontes alternativas e do desenvolvimento de formatos, produtos e textos adequados aos públicos. 
É correto o que se afirma em
";"{'A': 'I, apenas.', 'B': 'III, apenas.', 'C': 'I e II, apenas.', 'D': 'II e III, apenas.', 'E': 'I, II e III.'}
";{'E': 'I, II e III.'};Jornalismo
11;2022;"TEXTO 1
Em 20 de junho de 2022, o site de notícias The Intercept Brasil, em parceria com o portal Catarinas, publicou matéria na qual denunciava que uma menina de 11 anos, grávida após ser vítima de um estupro, estava há mais de um mês sendo mantida pela Justiça de Santa Catarina em um abrigo, com o intuito de evitar que ela realizasse um aborto legal. Segundo a matéria, publicada com a utilização de texto e vídeo, a menina foi levada ao hospital pela mãe, para realizar o procedimento dois dias após a descoberta da gravidez. Apesar do Código Penal permitir o aborto em caso de violência sexual, a equipe médica recusou-se a realizar o procedimento. Em seguida, a menina foi enviada ao abrigo pela justiça, sob a justificativa de haver risco de que a mãe efetuasse algum procedimento para operar a morte do bebê. A reportagem mostra em vídeo trechos dos depoimentos da mãe da vítima (imagem a seguir) e da própria menina. O caso teve ampla repercussão midiática e os mesmos trechos dos depoimentos foram reproduzidos em diversos telejornais.
Descrição da imagem: Fotografia retirada de vídeo gravado em 09 de maio de 2022, contendo o depoimento da mãe da criança, mostra a imagem desfocada da depoente ao lado de um crucifixo fixado na parede. Abaixo da foto, sobre tarjas pretas, está a seguinte frase: “Mãe: É a última coisa que eu peço.”.

TEXTO 2
O Estatuto da Criança e do Adolescente (Lei n. 8.069, de 13 de julho de 1990) estabelece, entre outras disposições legais, o direito à liberdade, ao respeito e à dignidade desses sujeitos.
Em seu art. 17, estabelece que “o direito ao respeito consiste na inviolabilidade da integridade física, psíquica e moral da criança e do adolescente, abrangendo a preservação da imagem, da identidade, da autonomia, dos valores, ideias e crenças, dos espaços e objetos pessoais”.
Em 2009, o Estatuto foi alterado para incluir a privacidade entre as medidas específicas de proteção a crianças e adolescentes. Em seu art. 100, o documento estabelece que “a promoção dos direitos e proteção da criança e do adolescente deve ser efetuada no respeito pela intimidade, direito à imagem e reserva da sua vida privada” (Incluído pela Lei n. 12.010, de 2009).";"Considerando os textos apresentados e os limites éticos do jornalismo em seu trabalho de defesa dos direitos humanos, avalie as afirmações a seguir, indicando quais são as corretas.
Em matérias jornalísticas, antes de publicar imagens ou vozes, é importante que o profissional de imprensa avalie o grau de exposição da vítima para evitar submetê-la a novas situações vexatórias. 
Nas reportagens sobre violências cometidas contra crianças e adolescentes, os jornalistas devem proteger a identidade das vítimas, o que implica a não identificação de imagens e vozes delas e de seus parentes. 
Na cobertura jornalística de violências contra crianças e adolescentes, a prioridade das matérias deve ser a busca por justiça às vítimas por meio da denúncia e da exposição dos agressores e responsáveis pelos crimes ocorridos. 
É correto o que se afirma em
";{'A': 'I, apenas.', 'B': 'III, apenas.', 'C': 'I e II, apenas.', 'D': 'II e III, apenas.', 'E': 'I, II e III.'};{'C': 'I e II, apenas.'};Jornalismo
12;2022;"Descrição da imagem: Imagem de um cenário de telejornal, onde o apresentador negro dialoga com cinco outras profissionais da comunicação, também negras. Abaixo aparecem os textos: “MANIFESTAÇÕES NOS ESTADOS UNIDOS” “RAPAZIADA... A PAUTA É RACISMO...”
“MAIS 3 POLICIAIS VÃO RESPONDER PELO ASSASSINATO DE GEORGE FLOYD”.
Após o programa Em Pauta, da GloboNews, ser alvo de críticas nas redes sociais por só ter jornalistas e comentaristas brancos falando sobre racismo, a atração do dia seguinte contou com um time de profissionais negros para debater o assunto. O apresentador Marcelo Cosme começou o programa dizendo que eles entenderam o recado dos internautas e, por isso, convidaram um time de profissionais negros para “discutir um tema que eles conhecem muito bem, porque o enfrentam em suas vidas”. Em ambos os dias, o programa abordou a onda de protestos contra o racismo ocorrida nos Estados Unidos depois da morte de George Floyd, sufocado por um policial branco em Mineápolis.
Disponível no site da uol. Acesso em: 27 jun. 2022 (adaptado).";"Considerando a imagem e o texto apresentados, avalie as afirmações a seguir, indicando quais são as corretas.
A produção audiovisual e o telejornalismo contemporâneos se configuram de modo a responderem a demandas sociais e de comportamento exigidas pela sociedade civil, por meio da participação ativa dos telespectadores em redes sociais. 
As organizações e empresas de comunicação são pressionadas a atualizar suas políticas, diretrizes e formas de atuação, para manterem a audiência de acordo com as mudanças ocorridas na sociedade, a partir da interação com seus públicos. 
O lugar de fala, enquanto anseio relativo à liberdade de expressão, é historicamente ocupado no telejornalismo brasileiro, de modo a representar a diversidade social e cultural do povo no que diz respeito a classe, raça e gênero. 
A resposta das redes sociais aos programas jornalísticos representa a queda do senso crítico dos telespectadores, que, em vez de se aterem ao conteúdo, reclamam dos formatos e do visual dos telejornais, preocupando-se com questões pouco importantes para a sociedade brasileira. 
É correto apenas o que se afirma em
";{'A': 'I e II.', 'B': 'I e IV.', 'C': 'II e III.', 'D': 'I, III e IV.', 'E': 'II, III e IV.'};{'A': 'I e II.'};Jornalismo
13;2022;"Atualmente, na rotina de produção de um veículo impresso, o planejamento de uma cobertura jornalística precisa levar em conta novas demandas e novos arranjos produtivos que caracterizam a fase mais recente do jornalismo, na qual há uma tendência cada vez maior à sinergia entre as redações do impresso e do site de um veículo. Esse é um processo em franco desenvolvimento, com modelos sendo testados em todas as áreas. Na busca por caminhos para a profissão frente a inúmeras transformações tecnológicas, profissionais e econômicas em curso, as adaptações têm sido constantes.
";"Considerando esse contexto, avalie as asserções a seguir e a relação proposta entre elas.
I. A convergência entre o ambiente digital e o impresso, que caracteriza o jornalismo atual, exige que o jornalista seja um profissional multitarefa, capaz de atender a distintas plataformas e de realizar com habilidade as funções de apurar, escrever, gravar, fotografar, filmar, editar e postar material informativo. 
PORQUE 
II. Nas redações unificadas, integradas e cada vez mais reduzidas, é preciso que uma cobertura jornalística seja pensada levando-se em consideração não apenas a interação entre mídias, que marca o jornalismo contemporâneo, mas também a predominância de formatos jornalísticos cujas características híbridas exigem do profissional amplo domínio de variadas técnicas e funções. 
A respeito dessas asserções, assinale a opção correta.
";"{'A': 'As asserções I e II são proposições verdadeiras, e a II é uma justificativa correta da I.', 'B': 'As asserções I e II são proposições verdadeiras, mas a II não é uma justificativa correta da I.', 'C': 'A asserção I é uma proposição verdadeira, e a II é uma proposição falsa.', 'D': 'A asserção I é uma proposição falsa, e a II é uma proposição verdadeira.', 'E': 'As asserções I e II são proposições falsas.'}
";{'A': 'As asserções I e II são proposições verdadeiras, e a II é uma justificativa correta da I.'};Jornalismo
14;2022;"As atividades jornalísticas são uma exceção à aplicabilidade da Lei Geral de Proteção de Dados Pessoais (LGPD) (artigo 4o, inciso II, alínea “a”), isto é, a regulamentação da proteção de dados pessoais não pode ser usada como forma de censura ou limitação do exercício da liberdade de imprensa.
Fonte do Texto: CHAVES. et al. Jornalismo e proteção de dados pessoais: a liberdade de expressão, informação e comunicação como fundamentos da LGPD. 2022 (adaptado).
“Art. 5o Para os fins desta Lei [LGPD], considera-se: II - dado pessoal sensível: dado pessoal sobre origem racial ou étnica, convicção religiosa, opinião política, filiação a sindicato ou a organização de caráter religioso, filosófico ou político, dado referente à saúde ou à vida sexual, dado genético ou biométrico, quando vinculado a uma pessoa natural.”
Fonte do Texto: BRASIL. Lei n. 13.709, de 14 de agosto de 2018. Lei Geral de Proteção de Dados Pessoais (LGPD). Diário oficial da União.";"Considerando os textos apresentados, avalie as afirmações a seguir, indicando quais são as corretas.
I. A publicação de dados bancários de suspeitos de fraude configura violação da LGPD, por serem classificados como dados sensíveis.
II. A publicação de informações reveladas sem o consentimento de pacientes em hospitais configura violação da LGPD.
III. A aplicabilidade da LGPD ao jornalismo contribui para proteger o profissional e a fonte. 

É correto o que se afirma em
";{'A': 'I, apenas.', 'B': 'II, apenas.', 'C': 'I e III, apenas.', 'D': 'II e III, apenas.', 'E': 'I, II e III.'};{'B': 'II, apenas.'};Jornalismo
15;2022;"Descrição das imagens: São mostradas duas fotografias capturadas por pessoas que presenciaram ataque a obra de arte. Na primeira foto, aparece a tela La Gioconda parcialmente tingida de branco. A segunda foto está fora de foco e mostra a imagem de uma pessoa jovem usando peruca e boné.
Uma das obras de arte mais famosas do mundo, La Gioconda (também conhecida como Monalisa) sofreu um ataque de vandalismo no Museu do Louvre, em Paris. Uma pessoa atirou o que parece ser uma torta no quadro. Ela estava disfarçada com peruca e usava cadeira de rodas. A identidade da pessoa não foi divulgada e ainda não se sabe a motivação do ataque. Diversos visitantes publicaram fotos e vídeos do ocorrido nas redes sociais. A pintura não sofreu danos, pois está protegida por uma placa de cristal.
Disponível no site do g1.globo. Acesso em: 27 jun. 2022 (adaptado).";"Considerando as imagens e o texto apresentados, avalie as afirmações a seguir, indicando quais são as corretas.
As imagens realizadas de forma espontânea e fortuita por pessoas comuns se tornaram aceitáveis para publicação de veículos jornalísticos on-line devido à instantaneidade da notícia, ainda que não possuam a qualidade daquelas capturadas por câmeras profissionais. 
O uso de smartphones no fotojornalismo propiciou a geração de imagens antes da apuração das notícias e sua rápida publicação, mesmo em baixa qualidade, deixando informações relevantes para publicação posterior em suítes e matérias derivadas. 
As imagens realizadas por fotojornalistas se diferenciam daquelas capturadas pelo público em geral devido ao fato de que eles trabalham a partir de conceitos jornalísticos e são motivados por concepções e olhares característicos da profissão. 
É correto o que se afirma em
";{'A': 'I, apenas.', 'B': 'II, apenas.', 'C': 'I e III, apenas.', 'D': 'II e III, apenas.', 'E': 'I, II e III.'};{'C': 'I e III, apenas.'};Jornalismo
16;2022;"Uma cobertura apenas negativa do meio ambiente gera desespero e sensação de impotência por parte do público, o que leva à negação da realidade. Uma alternativa a essa abordagem seria baseada no “jornalismo de soluções” (SoJo), ao dar perspectivas e mostrar o que não funciona, em equilíbrio com soluções que inspirem as pessoas. As histórias feitas sob esse viés são mais profundas e abrangentes do que aquelas que apenas destacam o problema. É preciso investigar e contar histórias de perto dos acontecimentos, com profundidade, mesmo que sejam catástrofes, com uma cobertura “de dentro para fora” das comunidades e regiões mais distantes dos grandes centros urbanos.
Disponível no site ijnet.org. Acesso em: 29 jun. 2022 (adaptado).";"Considerando o texto apresentado, é correto afirmar que
";{'A': 'a cobertura ambiental amplia-se com investigações em bancos de dados e uso de recursos tecnológicos, e ganha em profundidade quando estabelece relações que permitem entender melhor o contexto.', 'B': 'o papel dos jornalistas é propor soluções para os problemas abordados e não apenas descrever os fatos, participando das negociações entre os vários agentes sociais e políticos envolvidos na questão.', 'C': 'o jornalismo ambiental utiliza pouca captação de imagens e não tem espaço nos telejornais devido à cobertura negativa de catástrofes e desastres, que gera desespero e sensação de impotência ao público.', 'D': 'as coberturas profundas e abrangentes implicam prejuízos às organizações, pela alta demanda de recursos técnicos e financeiros, tornando-se inviáveis do ponto de vista jornalístico.', 'E': 'o jornalismo de soluções propõe olhar para o problema de forma otimista e criativa, enquanto o jornalismo ambiental busca destacar o problema e incorpora a crítica ideológica e o ativismo enquanto práticas jornalísticas.'};{'A': 'a cobertura ambiental amplia-se com investigações em bancos de dados e uso de recursos tecnológicos, e ganha em profundidade quando estabelece relações que permitem entender melhor o contexto.'};Jornalismo
17;2022;"O conjunto de atividades que compõem a cobertura dos jogos de futebol vai muito além da transmissão dos jogos propriamente dita. Trata-se de uma ação continuada ou permanente, uma vez que jogos, campeonatos e um grande conjunto de ações direta ou indiretamente ligadas a eles — treinos, venda e empréstimo de jogadores, política interna dos clubes, táticas e treinadores, calendários de jogos etc. — são temas recorrentes em programas esportivos ou no telejornalismo das emissoras de televisão.
Fonte do Texto: TEMER; TONDATO. A televisão em busca da interatividade: uma análise dos gêneros não ficcionais. 2009 (adaptado).";"Considerando as ações mencionadas no texto apresentado, avalie as asserções a seguir e a relação proposta entre elas.
I. Os boletins ou stand-ups distribuídos na programação integram a transmissão dos jogos mais importantes antes mesmo de eles começarem, inserindo-se na cobertura como formato nas emissoras de televisão. 
PORQUE 
II. As informações ligadas direta ou indiretamente aos jogos compõem um conjunto de ações cobertas especificamente em programas esportivos pelas equipes de televisão. 
A respeito dessas asserções, assinale a opção correta.
";{'A': 'As asserções I e II são proposições verdadeiras, e a II é uma justificativa correta da I.', 'B': 'As asserções I e II são proposições verdadeiras, mas a II não é uma justificativa correta da I.', 'C': 'A asserção I é uma proposição verdadeira, e a II é uma proposição falsa.', 'D': 'A asserção I é uma proposição falsa, e a II é uma proposição verdadeira.', 'E': 'As asserções I e II são proposições falsas.'};{'C': 'A asserção I é uma proposição verdadeira, e a II é uma proposição falsa.'};Jornalismo
